a,b,c,d,total_with_term,odds_ratio,fold_enrichment,p_value,mp_term_id,mp_term_name,top_level_mp_id,top_level_mp_name,p_adjusted,significant,classification,procedures,classification_reason
3,130,21,6395,24,7.027472527472527,6.155075187969925,0.012133187331863674,MP:0008075,"decreased CD4-positive, alpha-beta T cell number",MP:0005387,immune system phenotype,0.05588619619525086,False,independent,CCP_IMM_001; ESLIM_018_001; ICS_IMM_002; IMPC_IMM_001; IMPC_IMM_002; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001,default
11,122,240,6176,251,2.3202185792349725,2.157954647575113,0.012794094063546315,MP:0005016,decreased lymphocyte cell number,MP:0005387,immune system phenotype,0.057197126401736464,False,independent,CCP_IMM_001; ESLIM_018_001; HMGULA_IMM_001; HRWLLA_HEM_002; ICS_IMM_002; IMPC_HEM_002; IMPC_IMM_001; IMPC_IMM_002; MGP_BMI_001; MGP_EEI_001; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001; TCPLA_HEM_002,default
4,129,42,6374,46,4.705795496493171,4.281791435109513,0.013726999967523414,MP:0012765,decreased alpha-beta T cell number,MP:0005387,immune system phenotype,0.05961439985895883,False,independent,CCP_IMM_001; ESLIM_018_001; ICS_IMM_002; IMPC_IMM_001; IMPC_IMM_002; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001,default
3,130,23,6393,26,6.41438127090301,5.681607865818392,0.015134388574932673,MP:0013434,"abnormal CD8-positive, naive alpha-beta T cell number",MP:0005387,immune system phenotype,0.06390075176082684,False,independent,CCP_IMM_001; IMPC_IMM_001; IMPC_IMM_002; MGP_IMM_001; MGP_MLN_001,default
4,129,45,6371,49,4.390008613264428,4.019640939082399,0.017014043608700322,MP:0002432,"abnormal CD4-positive, alpha beta T cell morphology",MP:0005387,immune system phenotype,0.0675277457172494,False,independent,CCP_IMM_001; ESLIM_018_001; ICS_IMM_002; IMPC_IMM_001; IMPC_IMM_002; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001,default
4,129,45,6371,49,4.390008613264428,4.019640939082399,0.017014043608700322,MP:0008073,"abnormal CD4-positive, alpha-beta T cell number",MP:0005387,immune system phenotype,0.0675277457172494,False,independent,CCP_IMM_001; ESLIM_018_001; ICS_IMM_002; IMPC_IMM_001; IMPC_IMM_002; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001,default
3,130,25,6391,28,5.899384615384616,5.275778732545651,0.018517746600103607,MP:0010838,"increased CD8-positive, alpha-beta memory T cell number",MP:0005387,immune system phenotype,0.0675277457172494,False,independent,CCP_IMM_001; ICS_IMM_002; IMPC_IMM_001; IMPC_IMM_002; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001,default
3,130,25,6391,28,5.899384615384616,5.275778732545651,0.018517746600103607,MP:0010850,"increased effector memory CD8-positive, alpha-beta T cell number",MP:0005387,immune system phenotype,0.0675277457172494,False,independent,CCP_IMM_001; ICS_IMM_002; IMPC_IMM_001; IMPC_IMM_002; MGP_IMM_001; MGP_MLN_001,default
1,132,0,6416,1,inf,49.24060150375939,0.020308444037257595,MP:0008344,abnormal mature gamma-delta T cell morphology,MP:0005387,immune system phenotype,0.0675277457172494,False,independent,MGP_EEI_001,default
1,132,0,6416,1,inf,49.24060150375939,0.020308444037257595,MP:0013407,abnormal dendritic epidermal T cell morphology,MP:0005387,immune system phenotype,0.0675277457172494,False,independent,MGP_EEI_001,default
1,132,0,6416,1,inf,49.24060150375939,0.020308444037257595,MP:0013408,abnormal dendritic epidermal T cell number,MP:0005387,immune system phenotype,0.0675277457172494,False,independent,MGP_EEI_001,default
1,132,0,6416,1,inf,49.24060150375939,0.020308444037257595,MP:0013410,decreased dendritic epidermal T cell number,MP:0005387,immune system phenotype,0.0675277457172494,False,independent,MGP_EEI_001,default
6,127,100,6316,106,2.9839370078740157,2.787203858703362,0.020436028309167582,MP:0012762,abnormal alpha-beta T cell morphology,MP:0005387,immune system phenotype,0.0675277457172494,False,independent,CCP_IMM_001; ESLIM_018_001; HMGULA_IMM_001; ICS_IMM_002; IMPC_IMM_001; IMPC_IMM_002; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001,default
6,127,100,6316,106,2.9839370078740157,2.787203858703362,0.020436028309167582,MP:0012763,abnormal alpha-beta T cell number,MP:0005387,immune system phenotype,0.0675277457172494,False,independent,CCP_IMM_001; ESLIM_018_001; HMGULA_IMM_001; ICS_IMM_002; IMPC_IMM_001; IMPC_IMM_002; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001,default
3,130,28,6388,31,5.264835164835165,4.765219500363813,0.02431651970738997,MP:0008049,increased memory T cell number,MP:0005387,immune system phenotype,0.07864065947921864,False,independent,CCP_IMM_001; ICS_IMM_002; IMPC_IMM_001; IMPC_IMM_002; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001,default
2,131,11,6405,13,8.889659958362248,7.575477154424522,0.02758011708411458,MP:0013436,"increased CD8-positive, naive alpha-beta T cell number",MP:0005387,immune system phenotype,0.08733703743302951,False,independent,CCP_IMM_001; IMPC_IMM_002; MGP_IMM_001; MGP_MLN_001,default
2,131,12,6404,14,8.147582697201019,7.0343716433942,0.031755150337092544,MP:0004974,decreased regulatory T cell number,MP:0005387,immune system phenotype,0.09401402246878157,False,independent,ICS_IMM_002; IMPC_IMM_002; MGP_IMM_001; MGP_PBI_001,default
7,126,143,6273,150,2.437062937062937,2.2978947368421054,0.03255397593433343,MP:0002620,abnormal monocyte morphology,MP:0005387,immune system phenotype,0.09401402246878157,False,independent,ESLIM_018_001; GMC_905_001; HMGULA_IMM_001; HRWLLA_HEM_002; ICSLA_HEM_002; ICS_IMM_002; IMPC_HEM_002; IMPC_IMM_001; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001; TCPLA_HEM_002,default
7,126,143,6273,150,2.437062937062937,2.2978947368421054,0.03255397593433343,MP:0012441,abnormal monocyte cell number,MP:0005387,immune system phenotype,0.09401402246878157,False,independent,ESLIM_018_001; GMC_905_001; HMGULA_IMM_001; HRWLLA_HEM_002; ICSLA_HEM_002; ICS_IMM_002; IMPC_HEM_002; IMPC_IMM_001; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001; TCPLA_HEM_002,default
3,130,32,6384,35,4.6038461538461535,4.22062298603652,0.033399718508646085,MP:0010837,"abnormal CD8-positive, alpha-beta memory T cell morphology",MP:0005387,immune system phenotype,0.09401402246878157,False,independent,CCP_IMM_001; ICS_IMM_002; IMPC_IMM_001; IMPC_IMM_002; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001,default
3,130,32,6384,35,4.6038461538461535,4.22062298603652,0.033399718508646085,MP:0010849,"abnormal effector memory CD8-positive, alpha-beta T cell number",MP:0005387,immune system phenotype,0.09401402246878157,False,independent,CCP_IMM_001; ICS_IMM_002; IMPC_IMM_001; IMPC_IMM_002; MGP_IMM_001; MGP_MLN_001,default
3,130,32,6384,35,4.6038461538461535,4.22062298603652,0.033399718508646085,MP:0012774,"abnormal CD8-positive, alpha-beta memory T cell number",MP:0005387,immune system phenotype,0.09401402246878157,False,independent,CCP_IMM_001; ICS_IMM_002; IMPC_IMM_001; IMPC_IMM_002; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001,default
7,126,146,6270,153,2.3858447488584473,2.2528379772961817,0.03569372316373337,MP:0008248,abnormal mononuclear phagocyte morphology,MP:0005387,immune system phenotype,0.09815185516049184,False,independent,ESLIM_018_001; GMC_905_001; HMGULA_IMM_001; HRWLLA_HEM_002; ICSLA_HEM_002; ICS_IMM_002; IMPC_HEM_002; IMPC_IMM_001; MGP_EEI_001; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001; TCPLA_HEM_002,default
2,131,13,6403,15,7.519671168526131,6.565413533834587,0.03616120979597068,MP:0005387,immune system phenotype,MP:0005387,immune system phenotype,0.09815185516049184,False,independent,ICS_IMM_002; IMPC_IMM_001; IMPC_IMM_002,default
6,127,117,6299,123,2.5435089844538665,2.401980561158995,0.03863156251310472,MP:0002435,abnormal effector T cell morphology,MP:0005387,immune system phenotype,0.10269494628944352,False,independent,CCP_IMM_001; ESLIM_018_001; HMGULA_IMM_001; ICS_IMM_002; IMPC_IMM_001; IMPC_IMM_002; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001,default
1,132,1,6415,2,48.59848484848485,24.620300751879697,0.04020749366203535,MP:0013026,decreased Ly6C low monocyte number,MP:0005387,immune system phenotype,0.10269494628944352,False,independent,MGP_PBI_001,default
1,132,1,6415,2,48.59848484848485,24.620300751879697,0.04020749366203535,MP:0013429,"decreased memory CD4-positive, CD25-positive, alpha-beta regulatory T cell number",MP:0005387,immune system phenotype,0.10269494628944352,False,independent,MGP_IMM_001,default
3,130,35,6381,38,4.207252747252747,3.8874159081915316,0.04121310344510563,MP:0008048,abnormal memory T cell number,MP:0005387,immune system phenotype,0.10269494628944352,False,independent,CCP_IMM_001; ICS_IMM_002; IMPC_IMM_001; IMPC_IMM_002; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001,default
3,130,35,6381,38,4.207252747252747,3.8874159081915316,0.04121310344510563,MP:0010833,abnormal memory T cell morphology,MP:0005387,immune system phenotype,0.10269494628944352,False,independent,CCP_IMM_001; ICS_IMM_002; IMPC_IMM_001; IMPC_IMM_002; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001,default
1,132,2,6414,3,24.295454545454547,16.413533834586467,0.05970534051447911,MP:0009923,decreased transitional stage T1 B cell number,MP:0005387,immune system phenotype,0.14405098028890198,False,independent,MGP_IMM_001,default
1,132,2,6414,3,24.295454545454547,16.413533834586467,0.05970534051447911,MP:0013417,decreased memory-marker gamma-delta T cell number,MP:0005387,immune system phenotype,0.14405098028890198,False,independent,MGP_IMM_001; MGP_MLN_001,default
1,132,3,6413,4,16.194444444444443,12.310150375939848,0.0788100135532164,MP:0008207,decreased B-2 B cell number,MP:0005387,immune system phenotype,0.17879286656849094,False,independent,IMPC_IMM_001; MGP_IMM_001; MGP_MLN_001,default
1,132,3,6413,4,16.194444444444443,12.310150375939848,0.0788100135532164,MP:0008524,increased plasmacytoid dendritic cell number,MP:0005387,immune system phenotype,0.17879286656849094,False,independent,MGP_IMM_001; MGP_MLN_001,default
1,132,3,6413,4,16.194444444444443,12.310150375939848,0.0788100135532164,MP:0009919,abnormal transitional stage T1 B cell morphology,MP:0005387,immune system phenotype,0.17879286656849094,False,independent,MGP_IMM_001,default
1,132,3,6413,4,16.194444444444443,12.310150375939848,0.0788100135532164,MP:0013649,decreased CD11b-high dendritic cell number,MP:0005387,immune system phenotype,0.17879286656849094,False,independent,IMPC_IMM_001; MGP_IMM_001,default
2,131,22,6394,24,4.437196391394865,4.103383458646617,0.0845137154149734,MP:0005017,decreased B cell number,MP:0005387,immune system phenotype,0.1889130109275876,False,independent,ESLIM_018_001; HMGULA_IMM_001; ICS_IMM_002; IMPC_IMM_001; MGP_BMI_001; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001,default
5,128,115,6301,120,2.1402853260869565,2.0516917293233083,0.09662271544379754,MP:0000220,increased monocyte cell number,MP:0005387,immune system phenotype,0.2030748781340769,False,independent,ESLIM_018_001; GMC_905_001; HMGULA_IMM_001; ICSLA_HEM_002; ICS_IMM_002; IMPC_HEM_002; IMPC_IMM_001; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001; TCPLA_HEM_002,default
2,131,24,6392,26,4.066157760814249,3.787738577212261,0.09697688993114177,MP:0008397,"abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell morphology",MP:0005387,immune system phenotype,0.2030748781340769,False,independent,CCP_IMM_001; ICS_IMM_002; IMPC_IMM_002; MGP_IMM_001; MGP_MLN_001,default
2,131,24,6392,26,4.066157760814249,3.787738577212261,0.09697688993114177,MP:0012773,"abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell number",MP:0005387,immune system phenotype,0.2030748781340769,False,independent,CCP_IMM_001; ICS_IMM_002; IMPC_IMM_002; MGP_IMM_001; MGP_MLN_001,default
1,132,4,6412,5,12.143939393939394,9.84812030075188,0.09752938226176062,MP:0008166,abnormal B-2 B cell morphology,MP:0005387,immune system phenotype,0.2030748781340769,False,independent,IMPC_IMM_001; MGP_IMM_001; MGP_MLN_001,default
1,132,4,6412,5,12.143939393939394,9.84812030075188,0.09752938226176062,MP:0008174,decreased follicular B cell number,MP:0005387,immune system phenotype,0.2030748781340769,False,independent,HMGULA_IMM_001; IMPC_IMM_001; MGP_IMM_001; MGP_MLN_001,default
10,123,306,6110,316,1.6233593708486105,1.5582468830303606,0.10809530885140853,MP:0008251,abnormal phagocyte morphology,MP:0005387,immune system phenotype,0.22203360737046074,False,independent,ESLIM_018_001; GMC_905_001; HMGULA_IMM_001; HRWLLA_HEM_002; ICSLA_HEM_002; ICS_IMM_002; IMPC_HEM_002; IMPC_IMM_001; MGP_EEI_001; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001; TCPLA_HEM_002,default
1,132,5,6411,6,9.713636363636363,8.206766917293233,0.11587115979219859,MP:0013426,decreased memory-marker NK cell number,MP:0005387,immune system phenotype,0.2348322171788558,False,independent,MGP_IMM_001; MGP_MLN_001,default
2,131,28,6388,30,3.4830970556161396,3.2827067669172934,0.12328982585834238,MP:0004941,abnormal regulatory T cell morphology,MP:0005387,immune system phenotype,0.2402570965444621,False,independent,CCP_IMM_001; ICS_IMM_002; IMPC_IMM_002; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001,default
2,131,28,6388,30,3.4830970556161396,3.2827067669172934,0.12328982585834238,MP:0004972,abnormal regulatory T cell number,MP:0005387,immune system phenotype,0.2402570965444621,False,independent,CCP_IMM_001; ICS_IMM_002; IMPC_IMM_002; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001,default
2,131,28,6388,30,3.4830970556161396,3.2827067669172934,0.12328982585834238,MP:0008079,"decreased CD8-positive, alpha-beta T cell number",MP:0005387,immune system phenotype,0.2402570965444621,False,independent,CCP_IMM_001; ESLIM_018_001; ICS_IMM_002; IMPC_IMM_001; IMPC_IMM_002; MGP_IMM_001; MGP_MLN_001,default
2,131,29,6387,31,3.3624638062648065,3.1768130002425417,0.13011557111013222,MP:0002458,abnormal B cell number,MP:0005387,immune system phenotype,0.24795376967926855,False,independent,ESLIM_018_001; HMGULA_IMM_001; ICS_IMM_002; IMPC_IMM_001; MGP_BMI_001; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001,default
1,132,6,6410,7,8.093434343434344,7.0343716433942,0.13384290604737778,MP:0008190,decreased transitional stage B cell number,MP:0005387,immune system phenotype,0.24795376967926855,False,independent,IMPC_IMM_001; MGP_IMM_001,default
1,132,6,6410,7,8.093434343434344,7.0343716433942,0.13384290604737778,MP:0013647,abnormal CD11b-high dendritic cell number,MP:0005387,immune system phenotype,0.24795376967926855,False,independent,ICS_IMM_002; IMPC_IMM_001; MGP_IMM_001,default
2,131,30,6386,32,3.2498727735368957,3.077537593984962,0.1370270832438063,MP:0000223,decreased monocyte cell number,MP:0005387,immune system phenotype,0.24795376967926855,False,independent,ESLIM_018_001; HRWLLA_HEM_002; IMPC_HEM_002; IMPC_IMM_001; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001,default
2,131,30,6386,32,3.2498727735368957,3.077537593984962,0.1370270832438063,MP:0004939,abnormal B cell morphology,MP:0005387,immune system phenotype,0.24795376967926855,False,independent,ESLIM_018_001; HMGULA_IMM_001; ICS_IMM_002; IMPC_IMM_001; MGP_BMI_001; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001,default
2,131,30,6386,32,3.2498727735368957,3.077537593984962,0.1370270832438063,MP:0008074,"increased CD4-positive, alpha-beta T cell number",MP:0005387,immune system phenotype,0.24795376967926855,False,independent,CCP_IMM_001; ESLIM_018_001; IMPC_IMM_002; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001,default
1,132,7,6409,8,6.936147186147186,6.155075187969924,0.15145203070278881,MP:0008188,abnormal transitional stage B cell morphology,MP:0005387,immune system phenotype,0.2615989621229989,False,independent,IMPC_IMM_001; MGP_IMM_001,default
1,132,7,6409,8,6.936147186147186,6.155075187969924,0.15145203070278881,MP:0008215,decreased immature B cell number,MP:0005387,immune system phenotype,0.2615989621229989,False,independent,IMPC_IMM_001; MGP_BMI_001; MGP_IMM_001,default
1,132,7,6409,8,6.936147186147186,6.155075187969924,0.15145203070278881,MP:0012768,decreased KLRG1-positive NK cell number,MP:0005387,immune system phenotype,0.2615989621229989,False,independent,MGP_IMM_001; MGP_MLN_001; MGP_PBI_001,default
1,132,7,6409,8,6.936147186147186,6.155075187969924,0.15145203070278881,MP:0013416,abnormal memory-marker gamma-delta T cell number,MP:0005387,immune system phenotype,0.2615989621229989,False,independent,MGP_IMM_001; MGP_MLN_001,default
2,131,34,6382,36,2.8657386618769647,2.7355889724310773,0.16540944168944297,MP:0000222,decreased neutrophil cell number,MP:0005387,immune system phenotype,0.27280086189080266,False,independent,HRWLLA_HEM_002; IMPC_HEM_002; MGP_PBI_001,default
1,132,8,6408,9,6.068181818181818,5.471177944862155,0.16870579616931217,MP:0004242,abnormal plasmacytoid dendritic cell morphology,MP:0005387,immune system phenotype,0.27280086189080266,False,independent,HMGULA_IMM_001; MGP_IMM_001; MGP_MLN_001,default
1,132,8,6408,9,6.068181818181818,5.471177944862155,0.16870579616931217,MP:0005022,abnormal immature B cell morphology,MP:0005387,immune system phenotype,0.27280086189080266,False,independent,IMPC_IMM_001; MGP_BMI_001; MGP_IMM_001,default
1,132,8,6408,9,6.068181818181818,5.471177944862155,0.16870579616931217,MP:0008123,abnormal plasmacytoid dendritic cell number,MP:0005387,immune system phenotype,0.27280086189080266,False,independent,HMGULA_IMM_001; MGP_IMM_001; MGP_MLN_001,default
1,132,8,6408,9,6.068181818181818,5.471177944862155,0.16870579616931217,MP:0008172,abnormal follicular B cell morphology,MP:0005387,immune system phenotype,0.27280086189080266,False,independent,HMGULA_IMM_001; IMPC_IMM_001; MGP_IMM_001; MGP_MLN_001,default
1,132,8,6408,9,6.068181818181818,5.471177944862155,0.16870579616931217,MP:0013664,abnormal immature B cell number,MP:0005387,immune system phenotype,0.27280086189080266,False,independent,IMPC_IMM_001; MGP_BMI_001; MGP_IMM_001,default
2,131,35,6381,37,2.783424209378408,2.661654135338346,0.17266057969939588,MP:0008045,decreased NK cell number,MP:0005387,immune system phenotype,0.27391185160866804,False,independent,ESLIM_018_001; ICS_IMM_002; IMPC_IMM_001; IMPC_IMM_002; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001,default
1,132,9,6407,10,5.393097643097643,4.92406015037594,0.185611320497979,MP:0002144,abnormal B cell differentiation,MP:0005387,immune system phenotype,0.27391185160866804,False,independent,IMPC_IMM_001; MGP_BMI_001; MGP_IMM_001,default
1,132,9,6407,10,5.393097643097643,4.92406015037594,0.185611320497979,MP:0002401,abnormal lymphopoiesis,MP:0005387,immune system phenotype,0.27391185160866804,False,independent,IMPC_IMM_001; MGP_BMI_001; MGP_IMM_001,default
1,132,9,6407,10,5.393097643097643,4.92406015037594,0.185611320497979,MP:0005460,abnormal leukopoiesis,MP:0005387,immune system phenotype,0.27391185160866804,False,independent,IMPC_IMM_001; MGP_BMI_001; MGP_IMM_001,default
1,132,9,6407,10,5.393097643097643,4.92406015037594,0.185611320497979,MP:0013024,abnormal Ly6C low monocyte number,MP:0005387,immune system phenotype,0.27391185160866804,False,independent,MGP_PBI_001,default
1,132,9,6407,10,5.393097643097643,4.92406015037594,0.185611320497979,MP:0013428,"abnormal memory CD4-positive, CD25-positive, alpha-beta regulatory T cell number",MP:0005387,immune system phenotype,0.27391185160866804,False,independent,MGP_IMM_001; MGP_MLN_001,default
1,132,9,6407,10,5.393097643097643,4.92406015037594,0.185611320497979,MP:0013513,decreased memory-marker CD4-negative NK T cell number,MP:0005387,immune system phenotype,0.27391185160866804,False,independent,IMPC_IMM_001; MGP_IMM_001; MGP_MLN_001,default
1,132,9,6407,10,5.393097643097643,4.92406015037594,0.185611320497979,MP:0013763,increased T-helper cell number,MP:0005387,immune system phenotype,0.27391185160866804,False,independent,CCP_IMM_001; IMPC_IMM_002; MGP_IMM_001; MGP_MLN_001,default
1,132,9,6407,10,5.393097643097643,4.92406015037594,0.185611320497979,MP:0020981,abnormal immune system development,MP:0005387,immune system phenotype,0.27391185160866804,False,independent,IMPC_IMM_001; MGP_BMI_001; MGP_IMM_001,default
2,131,40,6376,42,2.433587786259542,2.3447905477980666,0.20959084350954751,MP:0013770,abnormal effector memory T-helper cell number,MP:0005387,immune system phenotype,0.30456534681740177,False,independent,CCP_IMM_001; IMPC_IMM_001; IMPC_IMM_002; MGP_IMM_001; MGP_MLN_001,default
1,132,11,6405,12,4.411157024793388,4.103383458646617,0.21840541317826836,MP:0008126,increased dendritic cell number,MP:0005387,immune system phenotype,0.30456534681740177,False,independent,ICS_IMM_002; IMPC_IMM_001; MGP_IMM_001; MGP_MLN_001,default
1,132,11,6405,12,4.411157024793388,4.103383458646617,0.21840541317826836,MP:0008127,decreased dendritic cell number,MP:0005387,immune system phenotype,0.30456534681740177,False,independent,HMGULA_IMM_001; IMPC_IMM_001; MGP_EEI_001; MGP_IMM_001; MGP_MLN_001,default
1,132,11,6405,12,4.411157024793388,4.103383458646617,0.21840541317826836,MP:0012361,decreased large unstained cell number,MP:0005387,immune system phenotype,0.30456534681740177,False,independent,IMPC_HEM_002,default
1,132,11,6405,12,4.411157024793388,4.103383458646617,0.21840541317826836,MP:0013425,abnormal memory-marker NK cell number,MP:0005387,immune system phenotype,0.30456534681740177,False,independent,MGP_IMM_001; MGP_MLN_001,default
1,132,11,6405,12,4.411157024793388,4.103383458646617,0.21840541317826836,MP:0013510,decreased CD4-negative NK T cell number,MP:0005387,immune system phenotype,0.30456534681740177,False,independent,ICS_IMM_002; IMPC_IMM_001; MGP_IMM_001; MGP_MLN_001,default
1,132,12,6404,13,4.042929292929293,3.787738577212261,0.23430752118611456,MP:0008346,increased gamma-delta T cell number,MP:0005387,immune system phenotype,0.3208535425251298,False,independent,MGP_IMM_001; MGP_MLN_001; MGP_PBI_001,default
1,132,12,6404,13,4.042929292929293,3.787738577212261,0.23430752118611456,MP:0013435,"decreased CD8-positive, naive alpha-beta T cell number",MP:0005387,immune system phenotype,0.3208535425251298,False,independent,CCP_IMM_001; IMPC_IMM_001; IMPC_IMM_002; MGP_IMM_001; MGP_MLN_001,default
1,132,13,6403,14,3.7313519813519815,3.5171858216971,0.2498884727898854,MP:0012766,abnormal KLRG1-positive NK cell number,MP:0005387,immune system phenotype,0.3391343559291302,False,independent,MGP_IMM_001; MGP_MLN_001; MGP_PBI_001,default
6,127,206,6210,212,1.4242030425808425,1.393601929351681,0.2610323293625188,MP:0005065,abnormal neutrophil morphology,MP:0005387,immune system phenotype,0.34804310581669173,False,independent,HRWLLA_HEM_002; ICSLA_HEM_002; IMPC_HEM_002; MGP_PBI_001; TCPLA_HEM_002,default
6,127,206,6210,212,1.4242030425808425,1.393601929351681,0.2610323293625188,MP:0012440,abnormal neutrophil cell number,MP:0005387,immune system phenotype,0.34804310581669173,False,independent,HRWLLA_HEM_002; ICSLA_HEM_002; IMPC_HEM_002; MGP_PBI_001; TCPLA_HEM_002,default
2,131,50,6366,52,1.9438167938931297,1.8938692886061306,0.28509748804323165,MP:0013760,abnormal T-helper cell morphology,MP:0005387,immune system phenotype,0.37337296464358877,False,independent,CCP_IMM_001; IMPC_IMM_001; IMPC_IMM_002; MGP_IMM_001; MGP_MLN_001,default
2,131,50,6366,52,1.9438167938931297,1.8938692886061306,0.28509748804323165,MP:0013761,abnormal T-helper cell number,MP:0005387,immune system phenotype,0.37337296464358877,False,independent,CCP_IMM_001; IMPC_IMM_001; IMPC_IMM_002; MGP_IMM_001; MGP_MLN_001,default
5,128,173,6243,178,1.409636921965318,1.383162963588747,0.29454616761988583,MP:0000219,increased neutrophil cell number,MP:0005387,immune system phenotype,0.37337296464358877,False,independent,HRWLLA_HEM_002; ICSLA_HEM_002; IMPC_HEM_002; MGP_PBI_001; TCPLA_HEM_002,default
1,132,16,6400,17,3.0303030303030303,2.8965059708093763,0.2947681299817806,MP:0008171,abnormal mature B cell morphology,MP:0005387,immune system phenotype,0.37337296464358877,False,independent,HMGULA_IMM_001; IMPC_IMM_001; MGP_IMM_001; MGP_MLN_001,default
1,132,16,6400,17,3.0303030303030303,2.8965059708093763,0.2947681299817806,MP:0013512,abnormal memory-marker CD4-negative NK T cell number,MP:0005387,immune system phenotype,0.37337296464358877,False,independent,ICS_IMM_002; IMPC_IMM_001; MGP_IMM_001; MGP_MLN_001,default
1,132,16,6400,17,3.0303030303030303,2.8965059708093763,0.2947681299817806,MP:0013771,decreased effector memory T-helper cell number,MP:0005387,immune system phenotype,0.37337296464358877,False,independent,CCP_IMM_001; IMPC_IMM_001; IMPC_IMM_002; MGP_IMM_001; MGP_MLN_001,default
2,131,55,6361,57,1.7657182512144345,1.7277404036406807,0.3227893013405791,MP:0005068,abnormal NK cell morphology,MP:0005387,immune system phenotype,0.39617669800355915,False,independent,CCP_IMM_001; ESLIM_018_001; ICS_IMM_002; IMPC_IMM_001; IMPC_IMM_002; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001,default
2,131,55,6361,57,1.7657182512144345,1.7277404036406807,0.3227893013405791,MP:0008043,abnormal NK cell number,MP:0005387,immune system phenotype,0.39617669800355915,False,independent,CCP_IMM_001; ESLIM_018_001; ICS_IMM_002; IMPC_IMM_001; IMPC_IMM_002; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001,default
1,132,18,6398,19,2.692760942760943,2.591610605461021,0.3231967799502719,MP:0008125,abnormal dendritic cell number,MP:0005387,immune system phenotype,0.39617669800355915,False,independent,HMGULA_IMM_001; ICS_IMM_002; IMPC_IMM_001; MGP_EEI_001; MGP_IMM_001; MGP_MLN_001,default
1,132,18,6398,19,2.692760942760943,2.591610605461021,0.3231967799502719,MP:0008211,decreased mature B cell number,MP:0005387,immune system phenotype,0.39617669800355915,False,independent,ESLIM_018_001; HMGULA_IMM_001; IMPC_IMM_001; MGP_BMI_001; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001,default
1,132,19,6397,20,2.5506379585326955,2.46203007518797,0.3369815928548072,MP:0005461,abnormal dendritic cell morphology,MP:0005387,immune system phenotype,0.4065174770946881,False,independent,HMGULA_IMM_001; ICS_IMM_002; IMPC_IMM_001; MGP_EEI_001; MGP_IMM_001; MGP_MLN_001,default
1,132,19,6397,20,2.5506379585326955,2.46203007518797,0.3369815928548072,MP:0010168,"increased CD4-positive, CD25-positive, alpha-beta regulatory T cell number",MP:0005387,immune system phenotype,0.4065174770946881,False,independent,CCP_IMM_001; IMPC_IMM_002; MGP_IMM_001; MGP_MLN_001,default
1,132,20,6396,21,2.422727272727273,2.3447905477980666,0.35048771142584556,MP:0004973,increased regulatory T cell number,MP:0005387,immune system phenotype,0.415463523792186,False,independent,CCP_IMM_001; IMPC_IMM_002; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001,default
1,132,20,6396,21,2.422727272727273,2.3447905477980666,0.35048771142584556,MP:0013509,abnormal CD4-negative NK T cell number,MP:0005387,immune system phenotype,0.415463523792186,False,independent,HMGULA_IMM_001; ICS_IMM_002; IMPC_IMM_001; MGP_IMM_001; MGP_MLN_001,default
2,131,59,6357,61,1.6449734765170139,1.614445950942931,0.35259733269205257,MP:0000334,decreased granulocyte number,MP:0005387,immune system phenotype,0.415463523792186,False,independent,ESLIM_018_001; HRWLLA_HEM_002; IMPC_HEM_002; IMPC_IMM_001; MGP_PBI_001; TCPLA_HEM_002,default
