gene_symbol,total_groups,male_analyzable,female_analyzable,both_sex_analyzable,max_male_mice,max_female_mice,max_male_complete_data,max_female_complete_data,max_male_controls,max_female_controls
Ppm1m,1,True,True,True,4.0,4.0,4.0,4.0,169.0,177.0
Ncbp2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Myo7b,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Sox18,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Sike1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Robo4,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Cpt2,1,False,True,False,0.0,4.0,0.0,4.0,454.0,452.0
Htra2,1,False,True,False,2.0,3.0,2.0,3.0,285.0,289.0
Ddias,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Shisa7,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Suv39h2,1,False,False,False,2.0,2.0,2.0,2.0,83.0,64.0
Tti2,1,True,True,True,10.0,8.0,10.0,8.0,767.0,745.0
Med10,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Dnah2,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Dgkh,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Itpr3,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Mecom,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Bpgm,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Gfod1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Krt72,1,True,True,True,8.0,8.0,8.0,8.0,1701.0,1745.0
Peli3,2,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Nxn,11,True,True,True,8.0,8.0,7.0,8.0,1701.0,1745.0
Ncapd3,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Dars2,1,False,True,False,0.0,4.0,0.0,4.0,454.0,452.0
Lpar1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Polr3d,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Stac2,1,True,True,True,4.0,4.0,3.0,4.0,475.0,485.0
Bag3,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Dhx33,1,False,True,False,0.0,4.0,0.0,4.0,454.0,452.0
Creg2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Plxna2,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Tnfrsf1a,2,True,True,True,7.0,8.0,4.0,5.0,1701.0,1745.0
Cisd1,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Mogat2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Slc2a13,1,False,True,False,1.0,3.0,1.0,3.0,285.0,289.0
Klhl30,1,False,False,False,2.0,2.0,2.0,2.0,454.0,452.0
Strip2,1,True,True,True,7.0,8.0,5.0,4.0,1701.0,1745.0
Psd4,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Rskr,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Mrm3,1,True,True,True,4.0,5.0,4.0,5.0,1264.0,1277.0
Prpf40a,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Rtbdn,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Limch1,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Pdcd7,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Steap2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Actl7b,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Cfap91,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Ptprz1,1,True,True,True,8.0,8.0,8.0,7.0,1701.0,1745.0
Rsbn1,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Stard10,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Notch1,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Cd300lg,1,False,True,False,0.0,4.0,0.0,4.0,454.0,452.0
Dcaf12,1,True,True,True,7.0,8.0,4.0,6.0,1701.0,1745.0
Mir143,1,False,True,False,2.0,4.0,2.0,4.0,83.0,64.0
Rusc2,2,True,False,False,3.0,2.0,3.0,2.0,1264.0,1277.0
Wdr6,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Ttll8,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Wrnip1,1,True,False,False,4.0,4.0,4.0,2.0,959.0,950.0
Coa6,1,True,True,True,8.0,8.0,6.0,7.0,1701.0,1745.0
Cr1l,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Dclk1,2,False,True,False,2.0,4.0,2.0,4.0,454.0,452.0
Cacng6,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Trmt1,1,True,True,True,11.0,9.0,11.0,9.0,767.0,745.0
Mir145a,1,True,True,True,3.0,3.0,3.0,3.0,83.0,64.0
Zc2hc1a,1,True,True,True,8.0,7.0,4.0,5.0,1701.0,1745.0
Ccdc107,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Chchd5,1,True,True,True,3.0,3.0,3.0,3.0,83.0,64.0
Acp6,2,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Pepd,2,True,True,True,5.0,4.0,5.0,3.0,959.0,950.0
Med12l,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Ecrg4,1,True,True,True,8.0,8.0,8.0,8.0,767.0,745.0
Ddx1,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Dcaf11,1,False,False,False,2.0,2.0,2.0,2.0,454.0,452.0
Dcbld2,1,False,True,False,0.0,4.0,0.0,4.0,454.0,452.0
Cops7a,1,False,False,False,1.0,2.0,1.0,2.0,285.0,289.0
Ubiad1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Arsj,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Trim65,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Llcfc1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Prkch,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Elapor1,1,False,False,False,2.0,2.0,2.0,2.0,767.0,745.0
Ric8a,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Ankrd45,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Mak16,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Zfp36,1,True,True,True,3.0,3.0,3.0,3.0,83.0,64.0
Klk5,2,True,True,True,4.0,4.0,3.0,3.0,959.0,950.0
Rpa1,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Pah,2,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Ap2b1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Mov10,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Rgl1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Nup205,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Resp18,2,True,True,True,6.0,4.0,6.0,4.0,1264.0,1277.0
Cep164,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Ror1,1,True,True,True,8.0,8.0,8.0,7.0,1701.0,1745.0
Fam216a,1,True,True,True,4.0,4.0,3.0,3.0,475.0,485.0
Ugt2b38,2,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Mlx,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Mmachc,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Smchd1,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Cimip2b,1,False,False,False,2.0,2.0,2.0,2.0,83.0,64.0
Arhgef18,2,False,False,False,2.0,2.0,2.0,2.0,454.0,452.0
Ces2f,1,False,False,False,2.0,2.0,2.0,2.0,83.0,64.0
Sdk1,1,False,False,False,2.0,2.0,2.0,2.0,209.0,211.0
L2hgdh,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Abhd17a,1,True,True,True,5.0,3.0,5.0,3.0,454.0,452.0
Ggps1,1,True,True,True,4.0,4.0,4.0,4.0,475.0,485.0
Col4a3,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Dleu7,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Zcchc2,1,False,False,False,,,,,,
Arhgap44,1,True,True,True,3.0,3.0,3.0,3.0,1264.0,1277.0
Gtf2h3,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Nat8f2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Zfp91,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Dusp23,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Usp30,2,True,True,True,3.0,3.0,3.0,3.0,454.0,452.0
Cd38,1,True,True,True,7.0,7.0,7.0,7.0,1701.0,1745.0
Rgsl1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Ncoa3,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Slc36a2,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Elk1,2,True,True,False,4.0,4.0,4.0,4.0,1264.0,1277.0
Gm6578,1,False,True,False,1.0,3.0,1.0,3.0,454.0,452.0
Exosc2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Hcar2,1,True,True,True,8.0,8.0,7.0,6.0,1701.0,1745.0
Spring1,1,True,True,True,5.0,4.0,5.0,4.0,959.0,950.0
Psmc2,1,False,True,False,4.0,4.0,1.0,4.0,959.0,950.0
Ucp1,1,True,False,False,3.0,1.0,3.0,1.0,475.0,485.0
Dgkk,2,True,True,False,7.0,3.0,7.0,3.0,767.0,745.0
C1galt1,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Rab19,1,True,False,False,5.0,2.0,5.0,2.0,767.0,745.0
Sec63,1,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
Prf1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Lrrc71,1,False,True,False,1.0,4.0,1.0,4.0,454.0,452.0
Saraf,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Nudc,1,True,True,True,3.0,4.0,3.0,4.0,83.0,64.0
Trp53i11,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Aven,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Txnl1,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Shisal1,1,True,True,True,10.0,11.0,5.0,5.0,1701.0,1745.0
Fkbp11,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Gstp2,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Syncrip,1,False,True,False,2.0,5.0,2.0,5.0,959.0,950.0
Sptlc3,1,True,True,True,4.0,3.0,4.0,3.0,959.0,950.0
Chn1,2,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
2510002D24Rik,1,False,True,False,2.0,3.0,2.0,3.0,285.0,289.0
Pkhd1l1,1,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
Gtpbp10,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Dnajc5b,1,True,True,True,8.0,7.0,8.0,7.0,767.0,745.0
Zfp507,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Pla2g5,1,True,True,True,8.0,8.0,7.0,8.0,1701.0,1745.0
Nhlh2,2,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Fbxl3,1,True,True,True,8.0,7.0,8.0,7.0,1701.0,1745.0
Scn11a,1,False,False,False,2.0,2.0,2.0,2.0,36.0,34.0
Tdrd3,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Sh3bgrl3,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Dnajb14,2,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Cckar,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Krt75,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Cenpe,1,False,False,False,2.0,2.0,1.0,2.0,475.0,485.0
Iffo2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Mtmr3,1,True,False,False,4.0,2.0,4.0,2.0,1264.0,1277.0
Piezo2,2,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Vcpkmt,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Tmem72,1,False,False,False,2.0,2.0,2.0,2.0,209.0,211.0
Fa2h,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Trim69,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Foxd2,2,True,True,True,5.0,5.0,5.0,5.0,959.0,950.0
Klc2,1,True,True,True,7.0,6.0,7.0,6.0,454.0,452.0
Usp22,2,False,False,False,2.0,2.0,2.0,2.0,454.0,452.0
Clnk,1,True,True,True,7.0,7.0,6.0,7.0,1701.0,1745.0
Kcnn4,1,True,True,True,8.0,8.0,8.0,8.0,1701.0,1745.0
Hcn1,1,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
Rnf187,1,False,False,False,2.0,2.0,2.0,2.0,1264.0,1277.0
Nsd3,2,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Fat3,1,True,True,True,8.0,8.0,8.0,8.0,1701.0,1745.0
Spns2,1,True,False,False,6.0,2.0,6.0,2.0,25.0,29.0
Syngr1,1,True,True,True,8.0,8.0,8.0,8.0,1701.0,1745.0
Rptor,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Tfap2b,1,True,True,True,4.0,4.0,4.0,4.0,475.0,485.0
Tgfb3,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Tbc1d16,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Papolb,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Dlat,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Virma,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Ppil6,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Eci3,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Ptchd3,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Hrnr,1,False,True,False,1.0,3.0,1.0,3.0,454.0,452.0
Camk4,1,True,True,True,7.0,7.0,7.0,6.0,1701.0,1745.0
Elavl1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Amdhd1,1,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
Mrm1,1,False,True,False,0.0,4.0,0.0,4.0,454.0,452.0
Ssh1,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Gpr156,1,False,False,False,1.0,2.0,1.0,2.0,1264.0,1277.0
Apool,2,True,True,False,4.0,3.0,4.0,3.0,454.0,452.0
Phf3,2,False,True,False,2.0,3.0,2.0,3.0,83.0,64.0
Tspan5,1,False,False,False,2.0,2.0,2.0,1.0,209.0,211.0
Plk1,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Slc6a7,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Tpgs2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Fgf8,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Apoa4,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Agxt2,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Elp4,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Klhl2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Fam199x,1,False,False,False,,,,,,
Ddx43,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Gpr101,2,True,True,False,7.0,7.0,7.0,7.0,767.0,745.0
Csf3,1,False,False,False,2.0,2.0,2.0,2.0,36.0,34.0
Slc43a3,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Lonp1,1,True,True,True,4.0,4.0,4.0,3.0,475.0,485.0
Dync1h1,1,True,True,True,3.0,3.0,3.0,3.0,767.0,745.0
Parp11,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Miga1,1,True,False,False,4.0,2.0,4.0,2.0,475.0,485.0
Tomm6,1,True,True,True,8.0,8.0,8.0,8.0,1701.0,1745.0
Bms1,1,False,False,False,2.0,3.0,2.0,1.0,475.0,485.0
Zdhhc14,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Raet1c,1,True,True,True,4.0,4.0,3.0,4.0,475.0,485.0
Klhl18,1,True,False,False,7.0,1.0,7.0,1.0,454.0,452.0
Gabrg3,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Serpinb10,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Erbb2,1,True,True,True,4.0,4.0,3.0,4.0,959.0,950.0
Slc39a10,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Vamp3,1,False,True,False,2.0,5.0,2.0,5.0,454.0,452.0
Klhl22,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Rala,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Ywhaq,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Gpr155,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Knl1,1,True,True,True,4.0,4.0,4.0,4.0,475.0,485.0
Wfdc17,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Ankrd24,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Acoxl,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Foxi2,1,True,True,True,5.0,4.0,5.0,4.0,1264.0,1277.0
Krt1,1,True,True,True,11.0,7.0,8.0,6.0,1701.0,1745.0
Mccc2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Gapvd1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Wac,1,False,True,False,1.0,3.0,1.0,3.0,454.0,452.0
Casz1,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
F7,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Tars3,1,False,True,False,1.0,4.0,1.0,4.0,1264.0,1277.0
Pde4c,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Fut1,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Klf14,2,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Nop10,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Npr2,2,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
Elmod2,2,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Eefsec,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Gigyf2,1,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
Dnaaf9,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Mrps25,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Ccdc51,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Phf19,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Pabpc4,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Mtmr10,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Dock4,1,True,True,True,4.0,4.0,4.0,3.0,959.0,950.0
Stac,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Gria1,1,True,True,True,4.0,4.0,4.0,3.0,959.0,950.0
Dusp7,1,False,True,False,2.0,4.0,2.0,4.0,83.0,64.0
Gsg1l,2,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Osbpl8,1,True,True,True,4.0,4.0,4.0,4.0,293.0,295.0
Ppp2r5a,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Alg13,2,True,True,False,4.0,4.0,4.0,4.0,454.0,452.0
Pdss2,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Ctsm,1,False,False,False,2.0,2.0,2.0,2.0,83.0,64.0
Hspb1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Ptp4a3,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Ube3a,2,True,True,True,8.0,8.0,8.0,8.0,959.0,950.0
B3galt1,1,True,True,True,3.0,3.0,3.0,3.0,83.0,64.0
Leprotl1,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Cmah,1,True,True,True,4.0,4.0,4.0,3.0,959.0,950.0
Ces1c,1,True,True,True,8.0,7.0,7.0,6.0,1701.0,1745.0
Trim37,1,True,True,True,3.0,3.0,3.0,3.0,83.0,64.0
Il13ra2,2,True,True,False,4.0,4.0,3.0,4.0,959.0,950.0
Mvd,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Txk,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Prss52,1,False,False,False,2.0,2.0,2.0,2.0,454.0,452.0
Prag1,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Hebp1,1,True,True,True,4.0,4.0,3.0,4.0,959.0,950.0
Cldn13,2,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Xpo4,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Prom2,2,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Chst8,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Ovol1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Tm9sf4,1,True,False,False,4.0,1.0,4.0,1.0,454.0,452.0
Bves,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Slc15a1,1,True,True,True,8.0,6.0,7.0,3.0,1701.0,1745.0
Chd9,1,False,True,False,1.0,3.0,1.0,3.0,454.0,452.0
Bambi,1,False,False,False,2.0,1.0,2.0,1.0,285.0,289.0
Plxnb3,1,True,False,False,6.0,0.0,6.0,0.0,454.0,452.0
Sfxn3,1,True,False,False,6.0,0.0,6.0,0.0,454.0,452.0
Canx,2,True,True,True,8.0,8.0,7.0,7.0,1701.0,1745.0
Rnf166,1,True,False,False,3.0,2.0,3.0,2.0,1264.0,1277.0
Aldh3b1,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Tmem100,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Lrp1b,2,True,True,True,4.0,4.0,3.0,4.0,959.0,950.0
Acot2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Bmerb1,1,True,True,True,8.0,8.0,8.0,7.0,1701.0,1745.0
Ncmap,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Pm20d1,1,False,False,False,2.0,2.0,2.0,2.0,36.0,34.0
Trim58,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Sec14l4,1,True,True,True,4.0,4.0,4.0,4.0,475.0,485.0
Cnr1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Tfec,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Prrc2c,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
D5Ertd579e,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Ccdc6,1,False,True,False,1.0,3.0,1.0,3.0,454.0,452.0
Mageh1,2,True,True,False,4.0,3.0,4.0,3.0,1264.0,1277.0
Spef1,1,False,False,False,1.0,2.0,1.0,2.0,285.0,289.0
Zfp219,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Abhd13,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Nt5dc2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Polr2l,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Rab33b,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Phkb,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Gpr150,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Zranb1,2,True,True,True,8.0,7.0,8.0,7.0,767.0,745.0
Tomm70a,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Kdm8,2,False,True,False,2.0,4.0,2.0,4.0,454.0,452.0
Pdzk1,1,False,True,False,2.0,4.0,2.0,4.0,454.0,452.0
Pex6,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Isca1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Cep192,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Fhip1a,1,True,False,False,3.0,1.0,3.0,1.0,454.0,452.0
Tbl1xr1,2,True,False,False,4.0,4.0,4.0,2.0,959.0,950.0
Ube2e2,2,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
U2surp,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Ccsap,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Pdcd5,1,True,True,True,4.0,4.0,3.0,3.0,475.0,485.0
Eci2,1,False,True,False,4.0,4.0,2.0,3.0,959.0,950.0
Bex4,2,True,True,False,4.0,4.0,4.0,4.0,1264.0,1277.0
Sbf1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Vangl2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Dnajb11,1,True,True,True,4.0,4.0,3.0,4.0,475.0,485.0
Cdcp3,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Spc25,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Meis1,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Psmd13,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Ppfia1,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Aoc1,1,True,True,True,4.0,4.0,4.0,4.0,475.0,485.0
Bach2,2,True,True,True,6.0,4.0,6.0,4.0,475.0,485.0
Klhl3,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Abi3bp,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Ap4e1,11,True,True,True,8.0,8.0,8.0,8.0,1701.0,1745.0
Ier5l,1,False,True,False,2.0,3.0,2.0,3.0,1264.0,1277.0
Mctp1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Sec61a2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Macrod2,2,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Smurf2,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Mmd,1,True,True,True,4.0,5.0,4.0,4.0,959.0,950.0
Cyp2r1,1,True,False,False,3.0,1.0,3.0,1.0,454.0,452.0
Efhb,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Dhx29,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Adap1,1,True,False,False,3.0,1.0,3.0,1.0,454.0,452.0
Trim15,1,True,True,True,7.0,8.0,5.0,5.0,1701.0,1745.0
Slc38a11,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Ralgps2,1,False,True,False,2.0,4.0,2.0,4.0,454.0,452.0
Atrnl1,1,True,True,True,4.0,4.0,4.0,3.0,959.0,950.0
Tyms,1,True,False,False,4.0,0.0,4.0,0.0,239.0,57.0
Ttc17,2,False,False,False,2.0,2.0,2.0,2.0,1264.0,1277.0
