gene_symbol,allele_symbol,zygosity,n_mutants_with_data,impc_mutant_n,impc_control_n,n_abr_params_in_stats,n_abr_params_processed,no_impc_abr_result,status
Myh14,Myh14<tm1a(EUCOMM)Wtsi>,homozygote,8,8.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Myo10,Myo10<tm2(KOMP)Wtsi>,homozygote,11,11.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Myo7a,Myo7a<tm1a(EUCOMM)Wtsi>,homozygote,8,8.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Myrfl,Myrfl<tm1a(EUCOMM)Wtsi>,homozygote,5,5.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Myt1l,Myt1l<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Nacad,Nacad<tm1(KOMP)Wtsi>,homozygote,8,8.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Naga,Naga<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Nbeal2,Nbeal2<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Ngrn,Ngrn<tm1a(KOMP)Wtsi>,heterozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Nherf4,Nherf4<tm1a(KOMP)Wtsi>,homozygote,8,8.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Nhp2,Nhp2<tm1a(KOMP)Wtsi>,heterozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Ninj2,Ninj2<tm1a(KOMP)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Nme4,Nme4<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Nup85,Nup85<tm1a(KOMP)Wtsi>,heterozygote,6,6.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Oas1g,Oas1g<tm3e(KOMP)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Ocm,Ocm<tm1e(EUCOMM)Wtsi>,homozygote,8,8.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Ogdh,Ogdh<tm1e(KOMP)Wtsi>,heterozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Orc3,Orc3<tm1a(EUCOMM)Wtsi>,heterozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Os9,Os9<tm1a(EUCOMM)Wtsi>,homozygote,7,7.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Osbpl3,Osbpl3<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Oxr1,Oxr1<tm1a(EUCOMM)Wtsi>,heterozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Pabpc4,Pabpc4<tm1a(KOMP)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Pabpn1l,Pabpn1l<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Pacsin3,Pacsin3<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Pbdc1,Pbdc1<tm2a(KOMP)Wtsi>,hemizygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Pdk3,Pdk3<tm2a(KOMP)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Pdxk,Pdxk<tm1a(EUCOMM)Wtsi>,heterozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Pear1,Pear1<tm1a(KOMP)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Pfkfb4,Pfkfb4<tm1a(KOMP)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Phtf2,Phtf2<tm1a(EUCOMM)Wtsi>,homozygote,5,5.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Pias2,Pias2<tm1a(KOMP)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Pls3,Pls3<tm1a(EUCOMM)Wtsi>,hemizygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Plxna2,Plxna2<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Polr3f,Polr3f<tm1a(EUCOMM)Wtsi>,heterozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Pop4,Pop4<tm1a(EUCOMM)Wtsi>,heterozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Ppp1r42,Ppp1r42<tm1a(KOMP)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Praf2,Praf2<tm1e(EUCOMM)Wtsi>,hemizygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Praf2,Praf2<tm1e(EUCOMM)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Pramex1,Pramex1<tm1a(KOMP)Wtsi>,hemizygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Prps1,Prps1<tm1a(EUCOMM)Wtsi>,heterozygote,3,3.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Pth,Pth<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Pth2r,Pth2r<tm2a(KOMP)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Pthlh,Pthlh<tm1a(KOMP)Wtsi>,heterozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Rab15,Rab15<tm1a(KOMP)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Rab5c,Rab5c<tm1a(EUCOMM)Wtsi>,heterozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Ralb,Ralb<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Ralgapb,Ralgapb<tm1a(KOMP)Wtsi>,heterozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Ralgps2,Ralgps2<tm1a(EUCOMM)Wtsi>,homozygote,6,6.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Rasal2,Rasal2<tm1a(EUCOMM)Wtsi>,homozygote,6,6.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Rasgrp4,Rasgrp4<tm2a(KOMP)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Rbm47,Rbm47<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Rbsn,Rbsn<tm1a(EUCOMM)Wtsi>,heterozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Rdh16f2,Rdh16f2<tm1a(KOMP)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Reg3g,Reg3g<tm1a(KOMP)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Rnaseh2c,Rnaseh2c<tm1(KOMP)Wtsi>,heterozygote,5,5.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Rpgrip1l,Rpgrip1l<tm1a(EUCOMM)Wtsi>,heterozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Rsad1,Rsad1<tm1(KOMP)Vlcg>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Rtbdn,Rtbdn<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Rufy2,Rufy2<tm1a(EUCOMM)Wtsi>,heterozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Rufy2,Rufy2<tm1a(EUCOMM)Wtsi>,homozygote,5,5.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Sag,Sag<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Scn3b,Scn3b<tm1a(KOMP)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Sec1,Sec1<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Sec22b,Sec22b<tm1a(EUCOMM)Wtsi>,heterozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Secisbp2,Secisbp2<tm1c(EUCOMM)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Seh1l,Seh1l<tm1a(EUCOMM)Wtsi>,heterozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Sel1l,Sel1l<tm1e(KOMP)Wtsi>,heterozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Serpina3c,Serpina3c<tm1a(KOMP)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Sgms1,Sgms1<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Sh2d5,Sh2d5<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Sirt3,Sirt3<tm1a(EUCOMM)Wtsi>,homozygote,6,6.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Skida1,Skida1<tm1(KOMP)Wtsi>,heterozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Slc16a6,Slc16a6<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Slc1a4,Slc1a4<tm1e(KOMP)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Slc25a30,Slc25a30<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Slc25a4,Slc25a4<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Slc38a10,Slc38a10<tm1a(EUCOMM)Wtsi>,homozygote,5,5.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Slc5a7,Slc5a7<tm1a(KOMP)Wtsi>,heterozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Slc66a3,Slc66a3<tm1a(KOMP)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Smyd5,Smyd5<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Snap47,Snap47<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Spink10,Spink10<tm1a(KOMP)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Spopl,Spopl<tm1a(EUCOMM)Wtsi>,homozygote,5,5.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Srrm4,Srrm4<tm1e(EUCOMM)Wtsi>,heterozygote,7,7.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Srrm4,Srrm4<tm1e(EUCOMM)Wtsi>,homozygote,3,3.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Srsf7,Srsf7<tm1a(EUCOMM)Wtsi>,heterozygote,8,8.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Ssbp1,Ssbp1<tm1a(KOMP)Wtsi>,heterozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Syt1,Syt1<tm1a(EUCOMM)Wtsi>,heterozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Syt16,Syt16<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Tceal9,Tceal9<tm1a(KOMP)Wtsi>,hemizygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Tcf4,Tcf4<tm1a(EUCOMM)Wtsi>,heterozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Tcf7l2,Tcf7l2<tm1a(EUCOMM)Wtsi>,heterozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Tcte1,Tcte1<tm1a(KOMP)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Tff1,Tff1<tm1a(EUCOMM)Wtsi>,homozygote,6,6.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Tm9sf4,Tm9sf4<tm1a(KOMP)Wtsi>,homozygote,5,5.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Tmem126a,Tmem126a<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Tmem185a,Tmem185a<tm1a(KOMP)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Tmem254,Tmem254<tm2a(KOMP)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Tnik,Tnik<tm3a(EUCOMM)Wtsi>,homozygote,5,5.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Traf2,Traf2<tm1a(EUCOMM)Wtsi>,heterozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Traf6,Traf6<tm2a(EUCOMM)Wtsi>,heterozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Tram2,Tram2<tm1a(KOMP)Wtsi>,homozygote,8,8.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Trem1,Trem1<tm1(KOMP)Vlcg>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Trim17,Trim17<tm1e(EUCOMM)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Trp53rkb,Trp53rkb<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Tsfm,Tsfm<tm1a(EUCOMM)Wtsi>,heterozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Ttll11,Ttll11<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Ubash3a,Ubash3a<tm1a(KOMP)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Uri1,Uri1<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Ush1c,Ush1c<tm1a(KOMP)Wtsi>,homozygote,6,6.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Ushbp1,Ushbp1<tm1a(EUCOMM)Wtsi>,homozygote,8,8.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Usp11,Usp11<tm1(KOMP)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Usp21,Usp21<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Usp22,Usp22<tm1a(KOMP)Wtsi>,heterozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Usp24,Usp24<tm1a(KOMP)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Usp3,Usp3<tm1a(EUCOMM)Wtsi>,heterozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Virma,Virma<tm1a(KOMP)Wtsi>,heterozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Vps33b,Vps33b<tm1a(EUCOMM)Wtsi>,heterozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Vps51,Vps51<tm1a(KOMP)Wtsi>,heterozygote,6,6.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Vps53,Vps53<tm1a(KOMP)Wtsi>,heterozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Wdr37,Wdr37<tm1a(KOMP)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Wdtc1,Wdtc1<tm1a(KOMP)Wtsi>,homozygote,7,7.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Wfdc18,Wfdc18<tm1a(KOMP)Wtsi>,homozygote,6,6.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Wnt3,Wnt3<tm2a(EUCOMM)Wtsi>,heterozygote,6,6.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Xbp1,Xbp1<tm1a(EUCOMM)Wtsi>,heterozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Xndc1,Xndc1<tm1a(EUCOMM)Wtsi>,homozygote,5,5.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Xxylt1,Xxylt1<tm1a(EUCOMM)Hmgu>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Ydjc,Ydjc<tm1(KOMP)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Zcchc14,Zcchc14<tm1a(KOMP)Wtsi>,heterozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Zcchc14,Zcchc14<tm1a(KOMP)Wtsi>,homozygote,3,3.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Zfp791,Zfp791<tm1a(KOMP)Wtsi>,homozygote,8,8.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Zranb1,Zranb1<tm1a(EUCOMM)Hmgu>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Zscan10,Zscan10<tm2a(EUCOMM)Wtsi>,heterozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Zscan2,Zscan2<tm1a(KOMP)Wtsi>,homozygote,4,4.0,98.0,6,0,True,"in stats but no result (>=3 mut, >=60 ctrl)"
Acsl4,Acsl4<tm1a(EUCOMM)Wtsi>,homozygote,3,3.0,11.0,6,0,True,too few controls (<60)
Crlf3,Crlf3<tm1b(KOMP)Wtsi>,homozygote,4,4.0,43.0,6,0,True,too few controls (<60)
Fundc1,Fundc1<tm1c(KOMP)Wtsi>,hemizygote,4,4.0,11.0,6,0,True,too few controls (<60)
Fundc1,Fundc1<tm1c(KOMP)Wtsi>,homozygote,4,4.0,11.0,6,0,True,too few controls (<60)
Inpp1,Inpp1<tm1b(KOMP)Wtsi>,homozygote,8,8.0,43.0,6,0,True,too few controls (<60)
Pld5,Pld5<tm1b(KOMP)Wtsi>,homozygote,4,4.0,43.0,6,0,True,too few controls (<60)
Slc25a21,Slc25a21<tm1d(KOMP)Wtsi>,homozygote,5,5.0,11.0,6,0,True,too few controls (<60)
Spns2,Spns2<tm1b(KOMP)Wtsi>,homozygote,8,8.0,43.0,6,0,True,too few controls (<60)
Ccdc160,Ccdc160<tm1a(EUCOMM)Wtsi>,hemizygote,1,1.0,98.0,6,0,True,too few mutants (<3)
Ccl22,Ccl22<tm1a(EUCOMM)Wtsi>,homozygote,2,2.0,98.0,6,0,True,too few mutants (<3)
Dcx,Dcx<tm1a(EUCOMM)Wtsi>,homozygote,2,2.0,98.0,6,0,True,too few mutants (<3)
Mybphl,Mybphl<tm1b(KOMP)Wtsi>,homozygote,1,1.0,807.0,6,0,True,too few mutants (<3)
Pramex1,Pramex1<tm1a(KOMP)Wtsi>,homozygote,1,1.0,98.0,6,0,True,too few mutants (<3)
Rnf114,Rnf114<em1(IMPC)Wtsi>,homozygote,2,2.0,807.0,6,0,True,too few mutants (<3)
Tcf4,Tcf4<tm1a(EUCOMM)Wtsi>,homozygote,1,1.0,98.0,6,0,True,too few mutants (<3)
Tet1,Tet1<tm1a(KOMP)Wtsi>,homozygote,2,2.0,807.0,6,0,True,too few mutants (<3)
Tlr11,Tlr11<em1(IMPC)Wtsi>,homozygote,2,2.0,807.0,6,0,True,too few mutants (<3)
Usp3,Usp3<tm1a(EUCOMM)Wtsi>,homozygote,1,1.0,98.0,6,0,True,too few mutants (<3)
1700029H14Rik,1700029H14Rik<tm2b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
1700034J05Rik,1700034J05Rik<tm1a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
1700067K01Rik,1700067K01Rik<tm2a(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
2610318N02Rik,2610318N02Rik<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
4930404H24Rik,4930404H24Rik<tm1a(KOMP)Wtsi>,homozygote,5,5.0,807.0,6,6,False,analysed
4930590J08Rik,4930590J08Rik<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
4931429L15Rik,4931429L15Rik<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
4933434E20Rik,4933434E20Rik<tm1a(EUCOMM)Wtsi>,heterozygote,9,9.0,807.0,6,6,False,analysed
A930004D18Rik,A930004D18Rik<tm1a(EUCOMM)Wtsi>,homozygote,3,3.0,807.0,6,6,False,analysed
Abhd14a,Abhd14a<tm2a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Abhd17a,Abhd17a<tm1a(KOMP)Wtsi>,homozygote,8,8.0,807.0,6,6,False,analysed
Acbd5,Acbd5<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Actl10,Actl10<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Adal,Adal<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Adamts19,Adamts19<tm4a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Adamts3,Adamts3<tm1b(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Adcy9,Adcy9<tm1b(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Adgrd1,Adgrd1<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Adpgk,Adpgk<tm2a(EUCOMM)Wtsi>,homozygote,6,6.0,807.0,6,6,False,analysed
Agap1,Agap1<tm1a(EUCOMM)Wtsi>,homozygote,9,9.0,807.0,6,6,False,analysed
Aicda,Aicda<tm1b(EUCOMM)Hmgu>,homozygote,4,4.0,807.0,6,6,False,analysed
Aldh1b1,Aldh1b1<tm2a(EUCOMM)Wtsi>,heterozygote,3,3.0,807.0,6,6,False,analysed
Aldh1b1,Aldh1b1<tm2a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Aldh3b1,Aldh3b1<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Alox12e,Alox12e<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Alpk1,Alpk1<em1(IMPC)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Ankhd1,Ankhd1<tm1a(KOMP)Wtsi>,homozygote,2,2.0,807.0,6,6,False,analysed
Ankrd13d,Ankrd13d<tm2a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Ankrd6,Ankrd6<tm1.1(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Anks6,Anks6<tm1b(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Ano10,Ano10<tm1a(EUCOMM)Wtsi>,homozygote,5,5.0,807.0,6,6,False,analysed
Anxa9,Anxa9<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Ap2a2,Ap2a2<em1(IMPC)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Ap2a2,Ap2a2<tm1b(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Ap2a2,Ap2a2<tm1b(EUCOMM)Wtsi>,homozygote,6,6.0,807.0,6,6,False,analysed
Ap4e1,Ap4e1<tm1b(KOMP)Wtsi>,homozygote,6,6.0,807.0,6,6,False,analysed
Ap4m1,Ap4m1<tm1b(EUCOMM)Wtsi>,homozygote,8,8.0,807.0,6,6,False,analysed
Apip,Apip<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Apol9b,Apol9b<tm2a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Apoo,Apoo<tm1b(KOMP)Wtsi>,hemizygote,4,4.0,807.0,6,6,False,analysed
Arap2,Arap2<tm2b(EUCOMM)Wtsi>,homozygote,5,5.0,807.0,6,6,False,analysed
Arhgap17,Arhgap17<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Arhgap30,Arhgap30<tm1a(EUCOMM)Wtsi>,homozygote,3,3.0,807.0,6,6,False,analysed
