gene_symbol,allele_symbol,zygosity,n_mutants_with_data,impc_mutant_n,impc_control_n,n_abr_params_in_stats,n_abr_params_processed,no_impc_abr_result,status
Arhgef1,Arhgef1<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Arhgef18,Arhgef18<tm1a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Arid1b,Arid1b<tm1b(EUCOMM)Hmgu>,heterozygote,5,5.0,807.0,6,6,False,analysed
Armc7,Armc7<tm1.1(KOMP)Wtsi>,heterozygote,5,5.0,807.0,6,6,False,analysed
Armh3,Armh3<tm1a(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Arpc1b,Arpc1b<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Arpin,Arpin<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Arrdc5,Arrdc5<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Atad3a,Atad3a<tm1a(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Atg16l2,Atg16l2<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Atp11a,Atp11a<tm1e(KOMP)Wtsi>,heterozygote,6,6.0,807.0,6,6,False,analysed
Atp5f1e,Atp5f1e<tm1b(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Atp5pb,Atp5pb<tm1b(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Atxn10,Atxn10<tm1b(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Atxn3,Atxn3<tm1a(KOMP)Wtsi>,homozygote,7,7.0,807.0,6,6,False,analysed
Bach2,Bach2<tm1a(EUCOMM)Wtsi>,homozygote,9,9.0,807.0,6,6,False,analysed
Bap1,Bap1<tm1a(EUCOMM)Hmgu>,heterozygote,5,5.0,807.0,6,6,False,analysed
Bhlhe40,Bhlhe40<tm1b(KOMP)Wtsi>,homozygote,5,5.0,807.0,6,6,False,analysed
Bin2,Bin2<em1(IMPC)Wtsi>,homozygote,3,3.0,807.0,6,6,False,analysed
Bivm,Bivm<tm1b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Bnip2,Bnip2<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Bpgm,Bpgm<tm1a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Bpifb1,Bpifb1<tm1e(KOMP)Wtsi>,homozygote,7,7.0,807.0,6,6,False,analysed
Brd2,Brd2<em1(IMPC)Wtsi>,heterozygote,6,6.0,807.0,6,6,False,analysed
Camkmt,Camkmt<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Camsap3,Camsap3<tm1a(EUCOMM)Wtsi>,homozygote,7,7.0,807.0,6,6,False,analysed
Capn11,Capn11<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Capza2,Capza2<tm1b(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Card9,Card9<tm1a(EUCOMM)Hmgu>,homozygote,4,4.0,807.0,6,6,False,analysed
Catip,Catip<tm1b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Catspere2,Catspere2<tm1b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Cbr2,Cbr2<tm1b(EUCOMM)Hmgu>,homozygote,5,5.0,807.0,6,6,False,analysed
Ccdc127,Ccdc127<tm1b(EUCOMM)Wtsi>,homozygote,10,10.0,807.0,6,6,False,analysed
Ccdc18,Ccdc18<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Ccdc6,Ccdc6<em1(IMPC)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Ccdc69,Ccdc69<tm1b(KOMP)Wtsi>,homozygote,6,6.0,807.0,6,6,False,analysed
Cdkn2aipnl,Cdkn2aipnl<tm1b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Celf4,Celf4<tm1a(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Cenpl,Cenpl<tm1b(EUCOMM)Wtsi>,heterozygote,10,10.0,807.0,6,6,False,analysed
Cep15,Cep15<tm1b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Cep250,Cep250<tm1a(EUCOMM)Wtsi>,homozygote,7,7.0,807.0,6,6,False,analysed
Cfap53,Cfap53<em1(IMPC)Wtsi>,heterozygote,6,6.0,807.0,6,6,False,analysed
Cfap61,Cfap61<tm2a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Cgrrf1,Cgrrf1<tm1b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Chd9,Chd9<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Chil4,Chil4<tm1b(EUCOMM)Hmgu>,homozygote,4,4.0,807.0,6,6,False,analysed
Chka,Chka<tm2a(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Chmp6,Chmp6<tm1b(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Chst11,Chst11<tm1a(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Chtop,Chtop<tm1a(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Cibar1,Cibar1<tm1b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Cimip2c,Cimip2c<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Cir1,Cir1<tm3a(KOMP)Wtsi>,heterozygote,6,6.0,807.0,6,6,False,analysed
Clpp,Clpp<tm1a(EUCOMM)Wtsi>,homozygote,7,7.0,807.0,6,6,False,analysed
Cmbl,Cmbl<tm1b(KOMP)Wtsi>,homozygote,5,5.0,807.0,6,6,False,analysed
Cmtm5,Cmtm5<tm1a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Cnbd1,Cnbd1<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Cnih3,Cnih3<tm1a(KOMP)Wtsi>,homozygote,3,3.0,807.0,6,6,False,analysed
Cnot4,Cnot4<tm1b(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Cog6,Cog6<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Col24a1,Col24a1<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Coro6,Coro6<tm1e(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Cpgi81,Cpgi81<tm1.1(NCC)WCS>,homozygote,4,4.0,807.0,6,6,False,analysed
Cpsf3,Cpsf3<tm1a(EUCOMM)Wtsi>,heterozygote,5,5.0,807.0,6,6,False,analysed
Cpsf3,Cpsf3<tm1b(EUCOMM)Wtsi>,heterozygote,7,7.0,807.0,6,6,False,analysed
Cpt2,Cpt2<tm1b(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Cracdl,Cracdl<tm1b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Crim1,Crim1<em1(IMPC)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Crlf3,Crlf3<em1(IMPC)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Crls1,Crls1<tm1a(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Csmd1,Csmd1<em1(IMPC)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Csnk1g3,Csnk1g3<tm1a(EUCOMM)Wtsi>,homozygote,8,8.0,807.0,6,6,False,analysed
Ctr9,Ctr9<tm1b(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Cttnbp2,Cttnbp2<tm1b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Cutal,Cutal<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Cxcr1,Cxcr1<tm1a(EUCOMM)Wtsi>,homozygote,6,6.0,807.0,6,6,False,analysed
Cxcr2,Cxcr2<tm1a(EUCOMM)Wtsi>,heterozygote,6,6.0,807.0,6,6,False,analysed
Cxcr2,Cxcr2<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Cyp11a1,Cyp11a1<tm1b(EUCOMM)Hmgu>,heterozygote,4,4.0,807.0,6,6,False,analysed
Cyp2b13,Cyp2b13<tm1b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Cyp2r1,Cyp2r1<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
D630023F18Rik,D630023F18Rik<tm1b(KOMP)Wtsi>,homozygote,5,5.0,807.0,6,6,False,analysed
D6Wsu163e,D6Wsu163e<tm1b(EUCOMM)Wtsi>,homozygote,8,8.0,807.0,6,6,False,analysed
D7Ertd443e,D7Ertd443e<tm2a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
D930028M14Rik,D930028M14Rik<tm1a(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Dact3,Dact3<tm1b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Dap,Dap<tm1a(KOMP)Mbp>,homozygote,4,4.0,807.0,6,6,False,analysed
Dapk2,Dapk2<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Dbn1,Dbn1<tm1b(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Dcaf11,Dcaf11<tm1a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Dcbld2,Dcbld2<tm1a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Dcdc2b,Dcdc2b<tm1b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Dclk1,Dclk1<tm1a(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Dclk1,Dclk1<tm1a(EUCOMM)Wtsi>,homozygote,5,5.0,807.0,6,6,False,analysed
Dcn,Dcn<em1(IMPC)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Dctn4,Dctn4<em1(IMPC)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Ddah1,Ddah1<tm2a(EUCOMM)Wtsi>,homozygote,9,9.0,807.0,6,6,False,analysed
Ddx42,Ddx42<tm1b(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Ddx51,Ddx51<tm1a(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Defb14,Defb14<tm1b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Defb30,Defb30<tm2b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Dennd1c,Dennd1c<tm1a(EUCOMM)Wtsi>,homozygote,7,7.0,807.0,6,6,False,analysed
Dennd1c,Dennd1c<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Dennd4c,Dennd4c<tm1b(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Denr,Denr<tm1b(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Dffb,Dffb<em1(IMPC)Wtsi>,homozygote,8,8.0,807.0,6,6,False,analysed
Dhodh,Dhodh<tm1b(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Dhps,Dhps<tm2a(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Dhx33,Dhx33<tm1b(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Dhx35,Dhx35<tm1b(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Dip2a,Dip2a<tm2b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Dipk1a,Dipk1a<tm1a(EUCOMM)Wtsi>,homozygote,6,6.0,807.0,6,6,False,analysed
Dlg3,Dlg3<tm1a(EUCOMM)Wtsi>,hemizygote,4,4.0,807.0,6,6,False,analysed
Dlg4,Dlg4<tm1e(EUCOMM)Wtsi>,homozygote,5,5.0,807.0,6,6,False,analysed
Dlk1,Dlk1<em1(IMPC)Wtsi>,homozygote,5,5.0,807.0,6,6,False,analysed
Dmgdh,Dmgdh<tm1a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Dnah17,Dnah17<tm1e(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Dnajc8,Dnajc8<tm1b(KOMP)Wtsi>,heterozygote,7,7.0,807.0,6,6,False,analysed
Dnase1l2,Dnase1l2<tm1.1(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Dnpep,Dnpep<tm1e(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Dph6,Dph6<tm1a(KOMP)Wtsi>,homozygote,8,8.0,807.0,6,6,False,analysed
Dpm1,Dpm1<tm1b(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Duoxa2,Duoxa2<tm1b(KOMP)Wtsi>,homozygote,8,8.0,807.0,6,6,False,analysed
Dynlrb2,Dynlrb2<tm1a(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Dynlt2b,Dynlt2b<tm1e(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Eci3,Eci3<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Eif3h,Eif3h<tm1a(EUCOMM)Hmgu>,heterozygote,4,4.0,807.0,6,6,False,analysed
Elac2,Elac2<tm1b(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Elapor2,Elapor2<tm1a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Ell2,Ell2<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Ell2,Ell2<tm1b(EUCOMM)Wtsi>,homozygote,5,5.0,807.0,6,6,False,analysed
Enc1,Enc1<tm1a(EUCOMM)Wtsi>,homozygote,5,5.0,807.0,6,6,False,analysed
Endou,Endou<tm1(KOMP)Vlcg>,homozygote,4,4.0,807.0,6,6,False,analysed
Erlin2,Erlin2<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Evi5,Evi5<tm1a(KOMP)Wtsi>,homozygote,8,8.0,807.0,6,6,False,analysed
Exoc3l2,Exoc3l2<tm1a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Exoc3l2,Exoc3l2<tm1b(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Exosc9,Exosc9<tm1b(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Fads3,Fads3<tm1b(EUCOMM)Hmgu>,homozygote,9,9.0,807.0,6,6,False,analysed
Fam163a,Fam163a<tm2b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Fam47e,Fam47e<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Fbf1,Fbf1<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Fbxo33,Fbxo33<tm1b(EUCOMM)Wtsi>,homozygote,8,8.0,807.0,6,6,False,analysed
Fbxw26,Fbxw26<tm1b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Fdft1,Fdft1<tm1a(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Fhip1a,Fhip1a<tm1b(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Fkbp3,Fkbp3<tm2a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Fnip2,Fnip2<tm1a(KOMP)Wtsi>,homozygote,6,6.0,807.0,6,6,False,analysed
Fryl,Fryl<tm1b(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Fxyd3,Fxyd3<tm1a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Fzd6,Fzd6<tm2a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Galnt18,Galnt18<tm1b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Galntl5,Galntl5<tm1b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Garin3,Garin3<tm1a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Gas2l2,Gas2l2<tm1a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Gbp5,Gbp5<em1(IMPC)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Gda,Gda<tm1a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Gdpd2,Gdpd2<tm1a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Glo1,Glo1<tm1a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Glyatl3,Glyatl3<em1(IMPC)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Gm12253,Gm12253<tm1a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Gm5544,Gm5544<tm1a(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Gm6578,Gm6578<tm1a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Gmds,Gmds<tm1a(KOMP)Wtsi>,homozygote,7,7.0,807.0,6,6,False,analysed
Gmnc,Gmnc<tm1b(KOMP)Wtsi>,heterozygote,5,5.0,807.0,6,6,False,analysed
Gnb3,Gnb3<tm1b(EUCOMM)Wtsi>,homozygote,7,7.0,807.0,6,6,False,analysed
Golm2,Golm2<tm2b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Gpatch1,Gpatch1<em1(IMPC)Wtsi>,heterozygote,3,3.0,807.0,6,6,False,analysed
Gpbp1l1,Gpbp1l1<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Gpr152,Gpr152<tm1b(EUCOMM)Wtsi>,homozygote,9,9.0,807.0,6,6,False,analysed
Gpr35,Gpr35<tm1b(EUCOMM)Hmgu>,homozygote,4,4.0,807.0,6,6,False,analysed
Grb7,Grb7<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Grm8,Grm8<tm2a(KOMP)Wtsi>,homozygote,8,8.0,807.0,6,6,False,analysed
Grsf1,Grsf1<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Gsdme,Gsdme<tm1b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Gtf2h2,Gtf2h2<tm1a(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
H13,H13<tm1b(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
H2al2a,H2al2a<em1(IMPC)Wtsi>,homozygote,2,2.0,807.0,6,6,False,analysed
H2bl1,H2bl1<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Hao2,Hao2<em1(IMPC)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Hbs1l,Hbs1l<tm1a(KOMP)Wtsi>,homozygote,5,5.0,807.0,6,6,False,analysed
Herc1,Herc1<em1(IMPC)Wtsi>,homozygote,5,5.0,807.0,6,6,False,analysed
Herc1,Herc1<em2(IMPC)Wtsi>,homozygote,6,6.0,807.0,6,6,False,analysed
Herc1,Herc1<em3(IMPC)Wtsi>,homozygote,6,6.0,807.0,6,6,False,analysed
Hibadh,Hibadh<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Hmgxb3,Hmgxb3<tm1a(EUCOMM)Wtsi>,heterozygote,7,7.0,807.0,6,6,False,analysed
Homez,Homez<tm1e(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Hpf1,Hpf1<em1(IMPC)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Hrnr,Hrnr<em1(IMPC)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Ifi27,Ifi27<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Ifitm6,Ifitm6<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Ifnar1,Ifnar1<tm2a(EUCOMM)Wtsi>,homozygote,8,8.0,807.0,6,6,False,analysed
Ifnlr1,Ifnlr1<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Ift140,Ift140<tm1a(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Il18rap,Il18rap<em1(IMPC)Wtsi>,homozygote,3,3.0,807.0,6,6,False,analysed
Il1r2,Il1r2<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Il23r,Il23r<tm2a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Il27,Il27<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Inava,Inava<tm2a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Inka2,Inka2<tm1a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Irag2,Irag2<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Irak1,Irak1<tm1b(EUCOMM)Hmgu>,homozygote,4,4.0,807.0,6,6,False,analysed
Irf5,Irf5<tm1e(EUCOMM)Wtsi>,homozygote,5,5.0,807.0,6,6,False,analysed
Izumo1r,Izumo1r<tm2a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Josd1,Josd1<em1(IMPC)Wtsi>,homozygote,6,6.0,807.0,6,6,False,analysed
Kat2b,Kat2b<em1(IMPC)Wtsi>,homozygote,6,6.0,807.0,6,6,False,analysed
Kcnh4,Kcnh4<tm1b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Kdm8,Kdm8<tm1a(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Kera,Kera<em1(IMPC)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Kif13b,Kif13b<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Kif18b,Kif18b<tm1a(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Kif24,Kif24<tm1b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Kif3b,Kif3b<tm1b(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Kifbp,Kifbp<tm1a(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Klc2,Klc2<tm1e(EUCOMM)Wtsi>,homozygote,13,13.0,807.0,6,6,False,analysed
Klf17,Klf17<tm1b(KOMP)Wtsi>,homozygote,8,8.0,807.0,6,6,False,analysed
Klhl30,Klhl30<tm1a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Klk5,Klk5<tm2a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Klk6,Klk6<em1(IMPC)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Klrb1a,Klrb1a<tm1a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Krt31,Krt31<tm1e(KOMP)Wtsi>,homozygote,8,8.0,807.0,6,6,False,analysed
Krt7,Krt7<tm1b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Krt83,Krt83<tm1b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Lars1,Lars1<tm1b(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Lce1m,Lce1m<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Lce3c,Lce3c<tm2a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Ldhb,Ldhb<tm1b(KOMP)Wtsi>,homozygote,10,10.0,807.0,6,6,False,analysed
Ldlrad4,Ldlrad4<tm1b(EUCOMM)Wtsi>,homozygote,5,5.0,807.0,6,6,False,analysed
Leo1,Leo1<tm1a(EUCOMM)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Leprot,Leprot<tm2a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Leprot,Leprot<tm2b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Lgals7,Lgals7<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Lgals7,Lgals7<tm1b(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Lonrf3,Lonrf3<tm1a(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Lonrf3,Lonrf3<tm1b(KOMP)Wtsi>,hemizygote,4,4.0,807.0,6,6,False,analysed
Lpxn,Lpxn<tm1b(EUCOMM)Hmgu>,homozygote,7,7.0,807.0,6,6,False,analysed
Lrmda,Lrmda<tm1e(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Lrrc23,Lrrc23<tm1a(EUCOMM)Wtsi>,homozygote,6,6.0,807.0,6,6,False,analysed
Lrrc71,Lrrc71<tm1a(KOMP)Wtsi>,homozygote,5,5.0,807.0,6,6,False,analysed
Lrrc8d,Lrrc8d<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Lyrm9,Lyrm9<tm1a(KOMP)Mbp>,homozygote,4,4.0,807.0,6,6,False,analysed
Macrod1,Macrod1<em1(IMPC)Wtsi>,homozygote,5,5.0,807.0,6,6,False,analysed
Mamstr,Mamstr<tm1b(EUCOMM)Wtsi>,homozygote,8,8.0,807.0,6,6,False,analysed
Man2b2,Man2b2<tm1b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Mau2,Mau2<tm1b(KOMP)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Mbd1,Mbd1<em1(IMPC)Wtsi>,homozygote,6,6.0,807.0,6,6,False,analysed
Mbl2,Mbl2<em1(IMPC)Wtsi>,homozygote,6,6.0,807.0,6,6,False,analysed
Med22,Med22<tm1a(EUCOMM)Wtsi>,heterozygote,5,5.0,807.0,6,6,False,analysed
Med23,Med23<em1(IMPC)Wtsi>,heterozygote,4,4.0,807.0,6,6,False,analysed
Medag,Medag<tm2b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Metrnl,Metrnl<tm1b(KOMP)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
Mgat4c,Mgat4c<tm1a(EUCOMM)Wtsi>,homozygote,8,8.0,807.0,6,6,False,analysed
Micu2,Micu2<tm1a(EUCOMM)Wtsi>,homozygote,4,4.0,807.0,6,6,False,analysed
