gene_symbol,center,background,all_p_value,all_test_statistic,all_n_mutants,all_n_controls,all_mean_mutant_logprob,all_std_mutant_logprob,all_mean_mutant_distance,all_mean_control_logprob,all_std_control_logprob,all_mean_control_distance,male_p_value,male_test_statistic,male_n_mutants,male_n_controls,male_mean_mutant_logprob,male_std_mutant_logprob,male_mean_mutant_distance,male_mean_control_logprob,male_std_control_logprob,male_mean_control_distance,female_p_value,female_test_statistic,female_n_mutants,female_n_controls,female_mean_mutant_logprob,female_std_mutant_logprob,female_mean_mutant_distance,female_mean_control_logprob,female_std_control_logprob,female_mean_control_distance,all_q_value,male_q_value,female_q_value
Gpr153,JAX,involves: C57BL/6NJ,0.93991832519591,0.0753799576383708,8.0,2541.0,-6.538857474770506,1.6325047364237075,2.0789641921579243,-6.606669678942392,2.541819438173644,2.0318895214245827,0.39716900939192645,-0.8469752231435081,4.0,1264.0,-7.6666004257892055,1.1835237532078178,2.6233830150746638,-6.6210780149217845,2.4659918418828792,2.036658936142281,0.3186105722238537,0.9977061789655507,4.0,1277.0,-5.278454140804609,0.35647683353399057,1.5259980332575604,-6.587651950276289,2.622290138915017,2.0283561980316174,0.9905250468680967,0.9104155869877018,0.8561790412561455
Marco,HMGU,involves: C57BL/6NTac,0.3999155167035817,0.8422461102159305,6.0,755.0,-5.029564761979716,0.7628602537709533,1.880922429509834,-5.670801903312396,1.8612046351001934,2.109513301708331,,,,,,,,,,,0.3254862201598214,0.9845726412637876,4.0,363.0,-4.809428219514475,0.7220550533126162,1.7935935960875233,-5.621881883819656,1.6441188657967558,2.122178476228498,0.9061283117082302,,0.8561790412561455
Ecm1,MRC Harwell,involves: C57BL/6NTac,0.4977610426623875,0.6783046119687435,4.0,858.0,-5.771989425005935,0.663141027422974,1.907347519696,-6.390719900461442,1.8216637401321998,2.1169207616045993,,,,,,,,,,,,,,,,,,,,,0.9372284174342033,,
Gsdmd,MARC,involves: C57BL/6N,6.241104938983019e-13,-7.87315620829995,6.0,147.0,-13.417277693785628,6.293326413803112,3.950509545607217,-6.847707529409178,1.5831697872317732,2.1220396628241462,0.0003321363186647501,-3.7427646654658306,3.0,83.0,-11.32132837612105,6.889931934803191,3.3024972741416607,-6.825194987691246,1.5851698157663134,2.1240123781087945,1.7163523507780172e-15,-10.416210383700284,3.0,64.0,-17.0642628554034,4.308730199198636,4.983662812007812,-6.77656637733041,1.4031506088212835,2.1383596472011597,1.7764381096710465e-11,0.00417774254487717,6.030235888094312e-14
Ccl28,CCP-IMG,involves: C57BL/6NCrl,0.8324447930072923,-0.21158571346141192,15.0,2953.0,-6.827020418858899,1.8696927138309825,2.159752200316962,-6.685641539860106,2.5835718438752338,2.0632708109997515,0.16891446254028092,-1.3763704698738166,7.0,1480.0,-8.12407707379357,2.2108014235547677,2.6812864718205582,-6.679860884411158,2.770131851229327,2.054215146449878,0.3783424249699251,0.8812190958831564,8.0,1473.0,-5.956866258201485,1.0074954714274584,1.811139499882178,-6.692104669950776,2.3571134528534827,2.071147195314441,0.9740846188770078,0.7106468529790247,0.8818281704672886
Idua,HMGU,involves: C57BL/6NCrl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mmaa,JAX,involves: C57BL/6NJ,0.8547430492756323,0.18308864466047578,6.0,2541.0,-6.416505414158668,1.6948495927678424,2.0114913990786683,-6.606669678942392,2.541819438173644,2.0318895214245827,,,,,,,,,,,0.5194646558522389,-0.6443490472148583,4.0,1277.0,-7.433780323210087,1.8133956149589674,2.4841431050050393,-6.587651950276289,2.622290138915017,2.0283561980316174,0.9805034038907235,,0.9152849951051016
Fam81a,CCP-IMG,involves: C57BL/6NCrl,0.32255314941405333,0.9893900602840835,11.0,2953.0,-5.91448586020573,0.925370564213367,1.7704506534895523,-6.685641539860106,2.5835718438752338,2.0632708109997515,0.31568989229049077,1.0036939473462174,5.0,1480.0,-5.435262080008459,1.1204467958022228,1.4216844848144021,-6.679860884411158,2.770131851229327,2.054215146449878,0.7819987135605506,0.27676574138784776,6.0,1473.0,-6.42555173905826,0.6745671559986853,2.089948266339,-6.692104669950776,2.3571134528534827,2.071147195314441,0.84254625546513,0.8879041882476767,0.9710057378007995
1810055G02Rik,HMGU,involves: C57BL/6NCrl,0.7230611291549298,0.354425745909689,8.0,1804.0,-5.29237193261284,1.7725484974080044,1.985741950070011,-5.588725036334336,2.360734747761053,2.064343250081512,0.27575238887002906,1.0905578909956612,4.0,920.0,-4.307549697995477,0.05668595291106669,1.598172532307344,-5.529838430167123,2.239153925287703,2.0671786819100353,0.7055552368444115,-0.3779540782789193,4.0,884.0,-6.1180569186078575,1.9725248202891124,2.3140571463082864,-5.651403254036331,2.463013193500474,2.06174368792725,0.9632007610259813,0.8583095104911453,0.9599092314895559
Arrb2,JAX,involves: C57BL/6NJ,0.15121066666264277,-1.4356981354317868,16.0,2541.0,-7.5235246819471975,3.0679842423945307,2.386721088076535,-6.606669678942392,2.541819438173644,2.0318895214245827,0.032082204002700725,-2.1457477257257023,8.0,1264.0,-8.50625609949418,3.6470149748795406,2.702551273901419,-6.6210780149217845,2.4659918418828792,2.036658936142281,0.9230025075021965,0.09667132873109867,8.0,1277.0,-6.497808427362218,1.902809947642555,2.0529575143289103,-6.587651950276289,2.622290138915017,2.0283561980316174,0.6059390581913274,0.2109594835150266,0.9893981095946169
Spice1,MRC Harwell,involves: C57BL/6NTac,0.015963432493199113,-2.414527796785196,4.0,858.0,-8.594526570944216,1.1436797995544563,3.0409327526247467,-6.390719900461442,1.8216637401321998,2.1169207616045993,,,,,,,,,,,,,,,,,,,,,0.11030850099041518,,
Hcrt,UC Davis,involves: C57BL/6NCrl,0.18450920931279616,-1.3286044791623277,4.0,569.0,-8.531363234914775,3.033567783842576,2.90912309959164,-6.093196443365369,3.655017196495675,1.994907333079882,,,,,,,,,,,,,,,,,,,,,0.6631084849834827,,
Cpm,CCP-IMG,involves: C57BL/6NCrl,0.13800838220812,1.4836486108317308,16.0,2953.0,-5.7268827869635945,0.6365483058763061,1.715703725904918,-6.685641539860106,2.5835718438752338,2.0632708109997515,0.15254285389730968,1.431340741418693,8.0,1480.0,-5.276951287332251,0.5059010829115806,1.445991737957558,-6.679860884411158,2.770131851229327,2.054215146449878,0.5692798201784615,0.5692398445029537,8.0,1473.0,-6.217300016585903,0.6538896348189507,1.9848397137065086,-6.692104669950776,2.3571134528534827,2.071147195314441,0.5770943195487086,0.6798514846534419,0.9323883489864384
Tmem170b,KMPC,involves: C57BL/6NTac,0.6456464806656808,0.4602259940259519,4.0,340.0,-6.4197594403973985,1.2105789550966415,1.8849576423242784,-6.937234666337457,2.238392838146414,2.0949682569462142,,,,,,,,,,,,,,,,,,,,,0.953520784342749,,
Tmie,JAX,involves: C57BL/6NJ,0.4126705286741098,0.8193375227042474,8.0,2541.0,-5.869873037456166,1.0410207217320637,1.7714883449653116,-6.606669678942392,2.541819438173644,2.0318895214245827,0.3801046451569535,0.8780104466148564,4.0,1264.0,-5.5374281629430975,0.866763613246785,1.5831854112236465,-6.6210780149217845,2.4659918418828792,2.036658936142281,0.736952313962091,0.33596506781426133,4.0,1277.0,-6.146685752948035,1.1067972989598747,1.929232858627792,-6.587651950276289,2.622290138915017,2.0283561980316174,0.9107794941677344,0.9100317763797325,0.9629136381350356
Dct,UC Davis,involves: C57BL/6NCrl,0.14185928068786624,-1.4709359790820138,4.0,569.0,-8.802590361710848,4.8393331197375185,2.8535399491299778,-6.093196443365369,3.655017196495675,1.994907333079882,,,,,,,,,,,,,,,,,,,,,0.5865598033613403,,
Cystm1,HMGU,involves: C57BL/6NTac,0.11716011861769605,1.5685883643343383,7.0,755.0,-4.565637888388574,0.41887942303930975,1.6498265809633994,-5.670801903312396,1.8612046351001934,2.109513301708331,0.5572899812588874,0.5873738148294754,3.0,392.0,-5.022568255850945,0.27419492613564217,1.8975086881694108,-5.711830539940009,2.0272060202448934,2.1004645701555638,0.12590222959105601,1.5339745032177592,4.0,363.0,-4.357143493485322,0.323718279569983,1.557666795177144,-5.621881883819656,1.6441188657967558,2.122178476228498,0.5211307221143932,0.9428158295972731,0.5782679224343921
Nav1,UC Davis,involves: C57BL/6NCrl,0.23134800645742531,-1.1981697836606453,4.0,569.0,-8.292354497072463,3.1339344832313327,2.8409496874471714,-6.093196443365369,3.655017196495675,1.994907333079882,,,,,,,,,,,,,,,,,,,,,0.7448058149639052,,
Fbxl19,MARC,involves: C57BL/6N,0.00018127671528721628,-3.839599235183009,5.0,147.0,-10.030404447354892,5.097596796778322,3.126381434007158,-6.847707529409178,1.5831697872317732,2.1220396628241462,,,,,,,,,,,0.00016405113385502891,-4.001133771533528,3.0,64.0,-11.02497169044077,5.291432974675104,3.4018213550280705,-6.77656637733041,1.4031506088212835,2.1383596472011597,0.0020003779963141738,,0.002011101669704815
Snx3,JAX,involves: C57BL/6NJ,0.5092140447721374,0.6601550240983107,8.0,2541.0,-6.013040835918846,0.9669431969445237,1.8809161049900127,-6.606669678942392,2.541819438173644,2.0318895214245827,0.5449965103744234,0.6054380191350781,4.0,1264.0,-5.873714823882935,1.1811806974483354,1.757072226281382,-6.6210780149217845,2.4659918418828792,2.036658936142281,0.7446476580981295,0.3257752990717864,4.0,1277.0,-6.160140226049869,0.6346593517800075,2.0130495877555052,-6.587651950276289,2.622290138915017,2.0283561980316174,0.9389362333238211,0.9428158295972731,0.9659685929483726
Garin2,CCP-IMG,involves: C57BL/6NCrl,0.4491375064579407,-0.7569541003274561,14.0,2953.0,-7.2106312841829014,3.4025643366912273,2.2023193594403003,-6.685641539860106,2.5835718438752338,2.0632708109997515,0.9241700536429049,0.09519843913863921,7.0,1480.0,-6.579951013277679,2.3452256670475653,1.9575407468978707,-6.679860884411158,2.770131851229327,2.054215146449878,0.20082345686380246,-1.2797797354788765,7.0,1473.0,-7.840705766171996,3.9707761988116013,2.4355099577698085,-6.692104669950776,2.3571134528534827,2.071147195314441,0.9229611825088658,0.9903973664777042,0.7480713428711085
Tgm6,WTSI,involves: C57BL/6N,0.9237258075453579,-0.09576822661886537,5.0,904.0,-6.75238132054825,2.125603800408862,2.1301761144848905,-6.569100162739253,4.271750744660499,2.010461135556884,,,,,,,,,,,0.8940279572305072,-0.13328384883183275,5.0,451.0,-6.690270164191988,2.1935810977001844,2.1668680047625575,-6.428290782815862,4.379423600317144,2.009841684978383,0.9882073335099024,,0.9822625632965066
Ccdc28a,JAX,involves: C57BL/6NJ,0.08496965815907892,-1.7232225405240742,8.0,2541.0,-8.158443720429112,2.605152766910251,2.704973127241211,-6.606669678942392,2.541819438173644,2.0318895214245827,0.13493540413885574,-1.49587447557494,5.0,1264.0,-8.275648888591277,2.5839757228325495,2.760392082418714,-6.6210780149217845,2.4659918418828792,2.036658936142281,0.4136426190375695,-0.8177671031199172,3.0,1277.0,-7.82808189866941,2.5528434842801975,2.5663561978633154,-6.587651950276289,2.622290138915017,2.0283561980316174,0.4177307434477475,0.6367539986160382,0.8951501432917846
Clock,CCP-IMG,involves: C57BL/6NCrl,0.021787338804012537,2.2952665996107298,15.0,2953.0,-5.15384622887284,0.5294102670512879,1.3322482122752064,-6.685641539860106,2.5835718438752338,2.0632708109997515,0.10289066251977676,1.6320033225008719,8.0,1480.0,-5.080200840500734,0.6218954731417717,1.268468158695006,-6.679860884411158,2.770131851229327,2.054215146449878,0.13012187524728946,1.5144645272044726,7.0,1473.0,-5.3417628238153165,0.5661009475642962,1.4555198870994914,-6.692104669950776,2.3571134528534827,2.071147195314441,0.1430630009388229,0.5261123111846941,0.590486485809271
Zfp750,JAX,involves: C57BL/6NJ,0.5633011739709284,-0.5780208010587287,8.0,2541.0,-7.127715837941924,3.3190851397137737,2.2013758304986366,-6.606669678942392,2.541819438173644,2.0318895214245827,0.90995284570974,-0.11312064052815296,4.0,1264.0,-6.760691989589808,0.8551587386703929,2.269818577190109,-6.6210780149217845,2.4659918418828792,2.036658936142281,0.3661689241404005,-0.9039937977518494,4.0,1277.0,-7.780255904219199,4.877738029202573,2.220514811144705,-6.587651950276289,2.622290138915017,2.0283561980316174,0.9469832532283362,0.9875251227134942,0.8752105899665237
Bcl2l15,HMGU,involves: C57BL/6NTac,0.4201532984780466,0.8065930650126903,7.0,755.0,-5.102355502743767,0.6143461821608116,1.9401099922846103,-5.670801903312396,1.8612046351001934,2.109513301708331,0.5003142069290432,0.674617896241304,4.0,392.0,-5.025954575810957,0.6394440045422212,1.876495213234079,-5.711830539940009,2.0272060202448934,2.1004645701555638,0.6715016202931542,0.42443187777961366,3.0,363.0,-5.217641856663795,0.6365975696304566,2.0205504210733145,-5.621881883819656,1.6441188657967558,2.122178476228498,0.9162061698111533,0.9371387140700318,0.9524119487308087
Cep170b,HMGU,involves: C57BL/6NCrl,0.08405854310677344,1.7285597749469048,7.0,1804.0,-4.045213776031441,0.7598958573671762,1.2959733787912295,-5.588725036334336,2.360734747761053,2.064343250081512,0.345185144532581,0.9444544825352971,3.0,920.0,-4.3071503674979255,0.9968099514102073,1.4590370840181446,-5.529838430167123,2.239153925287703,2.0671786819100353,0.13438693896896645,1.4983946256314191,4.0,884.0,-3.804013003813651,0.19368745690494507,1.130504241733231,-5.651403254036331,2.463013193500474,2.06174368792725,0.41417255414867865,0.9003745460712552,0.6018274481028091
Slc20a2,HMGU,involves: C57BL/6NTac,0.4630541571299235,-0.7341909302315331,23.0,755.0,-5.958231303520737,1.3060198851450633,2.280822769705395,-5.670801903312396,1.8612046351001934,2.109513301708331,0.4567438571107485,-0.7449408306035089,11.0,392.0,-6.1705818174203335,1.2138012611004527,2.3732454032193453,-5.711830539940009,2.0272060202448934,2.1004645701555638,0.5464414690949382,-0.6036527279467686,12.0,363.0,-5.9122229018507815,1.3256571991840644,2.2755717879606663,-5.621881883819656,1.6441188657967558,2.122178476228498,0.9229611825088658,0.9241724982792077,0.924436971440101
Mrpl47,UC Davis,involves: C57BL/6NCrl,0.5522103429697867,0.594803659298044,4.0,569.0,-5.003998198779497,1.0016520854759385,1.572089168381677,-6.093196443365369,3.655017196495675,1.994907333079882,,,,,,,,,,,,,,,,,,,,,0.9436260411564833,,
Scel,CCP-IMG,involves: C57BL/6NCrl,0.4384645490817468,-0.7748931855916172,15.0,2953.0,-7.204372685383784,2.8935580768879308,2.2313253539352034,-6.685641539860106,2.5835718438752338,2.0632708109997515,0.30420084370508504,-1.0278222221040803,7.0,1480.0,-7.759191279705772,2.726568328908208,2.4761799536816937,-6.679860884411158,2.770131851229327,2.054215146449878,0.7277053893242642,-0.34824548769650066,8.0,1473.0,-6.984008669159417,3.2463712206499307,2.1214421401869465,-6.692104669950776,2.3571134528534827,2.071147195314441,0.9229611825088658,0.8870476944873642,0.9612171221931917
Dop1a,TCP,involves: C57BL/6NCrl,0.44779108743530616,0.7596100791701813,4.0,588.0,-5.7827172135189935,0.6403412777373291,1.7919397942845632,-6.623468812049034,2.2092663048105936,2.0647091893471874,,,,,,,,,,,,,,,,,,,,,0.9229611825088658,,
Ifng,UC Davis,involves: C57BL/6NCrl,3.8151950812966e-19,-9.268885861777365,4.0,569.0,-25.49262147750374,24.154907234035143,5.516544534975847,-6.093196443365369,3.655017196495675,1.994907333079882,,,,,,,,,,,,,,,,,,,,,1.4214816729864633e-17,,
Trim16,TCP,involves: C57BL/6NCrl,0.010346438056379432,-2.572270747490055,5.0,588.0,-9.251337419038428,6.134695160868953,2.785721316454544,-6.623468812049034,2.2092663048105936,2.0647091893471874,,,,,,,,,,,0.00034039964989810237,-3.6247404190542603,3.0,295.0,-11.281943067667841,7.969341320558096,3.1744895733209435,-6.649269864858863,2.0546616091011582,2.078057463682694,0.0768393921499534,,0.003945857166165758
Rbm22,UC Davis,involves: C57BL/6NCrl,0.00010081791252845794,-3.9158515435036865,12.0,569.0,-10.273380034452193,3.568305162171158,3.4817855079888087,-6.093196443365369,3.655017196495675,1.994907333079882,0.001962256654195043,-3.1023592053459224,6.0,1264.0,-9.795560201367799,6.346729544461646,2.983722486865782,-6.6210780149217845,2.4659918418828792,2.036658936142281,4.588907824959797e-05,-4.137914711789501,6.0,288.0,-10.776329471329554,3.3913548874251354,3.6057559291273686,-6.24520021634546,2.627918437937932,2.0394148015321036,0.001156789612264244,0.020712709127614342,0.000610898354197773
Zcrb1,CCP-IMG,involves: C57BL/6NCrl,0.015736434221604468,-2.4163645301773857,12.0,2953.0,-8.506253755618793,5.717102173481998,2.4827697967370073,-6.685641539860106,2.5835718438752338,2.0632708109997515,0.31630030309850743,-1.002428315872304,5.0,1480.0,-7.931849441742166,5.842414024569478,2.1415823253893294,-6.679860884411158,2.770131851229327,2.054215146449878,0.03630123384970236,-2.0954449854474886,7.0,1473.0,-8.578995391785847,4.861225915346347,2.6507187854862884,-6.692104669950776,2.3571134528534827,2.071147195314441,0.1091673972360678,0.8883994877258429,0.23210995302023574
Slfn1,UC Davis,involves: C57BL/6NCrl,0.6958158452445633,-0.3911708662131794,8.0,569.0,-6.60374732274084,3.97097322887525,2.135821307256881,-6.093196443365369,3.655017196495675,1.994907333079882,0.7771807986395389,0.28326500688029677,4.0,281.0,-5.374108157316037,0.28716999607076954,1.973700138509859,-5.916109620619857,3.8132105417244126,1.9853115087748778,0.49703518709263816,-0.6800185629763863,4.0,288.0,-7.155679970592608,3.9398497093664275,2.2426555830922266,-6.24520021634546,2.627918437937932,2.0394148015321036,0.9632007610259813,0.9759248143547731,0.9062626578624992
Klhl34,JAX,involves: C57BL/6NJ,0.0009624176901056878,-3.305148428043135,8.0,2541.0,-9.601318875622422,5.677910024755644,2.9924429029369994,-6.606669678942392,2.541819438173644,2.0318895214245827,0.00013241317436709404,-3.8337380023375185,4.0,1264.0,-11.410558595377982,6.930912805868419,3.467928443308482,-6.6210780149217845,2.4659918418828792,2.036658936142281,0.36392370773677496,-0.9082377752955774,4.0,1277.0,-7.782284917353056,3.2540792939799026,2.5014258759120462,-6.587651950276289,2.622290138915017,2.0283561980316174,0.00910521272579304,0.0017836252218851102,0.8752105899665237
Taok1,TCP,involves: C57BL/6NCrl,0.3833705626578614,0.8723532490899518,4.0,588.0,-5.657662951971614,0.899125165561914,1.6749866707973076,-6.623468812049034,2.2092663048105936,2.0647091893471874,,,,,,,,,,,,,,,,,,,,,0.8958821605168911,,
Thop1,UC Davis,involves: C57BL/6NCrl,0.49951222812979557,0.675688123351832,4.0,569.0,-4.855863041283774,1.0324331852620938,1.4803447529997542,-6.093196443365369,3.655017196495675,1.994907333079882,,,,,,,,,,,,,,,,,,,,,0.9372284174342033,,
Mindy3,MRC Harwell,involves: C57BL/6NTac,0.8189007858037438,0.2291444380763396,4.0,323.0,-5.971229366833899,0.5348741307343169,2.1140713800077826,-6.207887349286831,2.058392245428883,2.1035111651637655,,,,,,,,,,,,,,,,,,,,,0.9730239921657801,,
Ten1,HMGU,involves: C57BL/6NCrl,0.09709693125658049,1.659952088318161,12.0,1804.0,-4.456671709916525,0.5397056317687616,1.6204542335677496,-5.588725036334336,2.360734747761053,2.064343250081512,0.2953406216103296,1.0470723467010603,4.0,920.0,-4.356279720311878,0.13927279141670032,1.6265384003637886,-5.529838430167123,2.239153925287703,2.0671786819100353,0.18007624935502953,1.3415743542129337,8.0,884.0,-4.481535123669412,0.5906832072502594,1.5902515076185695,-5.651403254036331,2.463013193500474,2.06174368792725,0.45865160120629755,0.8794115969257887,0.7029780730835516
Upf3b,TCP,involves: C57BL/6NCrl,0.14970993466966623,1.4424364042746995,4.0,588.0,-5.0269538152658155,0.6386476853850312,1.242531097294369,-6.623468812049034,2.2092663048105936,2.0647091893471874,,,,,,,,,,,,,,,,,,,,,0.6033820335201535,,
Mettl16,JAX,involves: C57BL/6NJ,0.48038459602969297,0.7057878165724789,10.0,2541.0,-6.03890835797063,1.155844466693423,1.8761287853281299,-6.606669678942392,2.541819438173644,2.0318895214245827,0.8058062274547753,0.2458913113826177,4.0,1264.0,-6.317491760396228,1.4409648445439045,1.9624713764793307,-6.6210780149217845,2.4659918418828792,2.036658936142281,0.5401893011387524,0.6126911850236298,6.0,1277.0,-5.9310914083871475,0.775734727609288,1.8740413782068919,-6.587651950276289,2.622290138915017,2.0283561980316174,0.9257796001996135,0.9762865310461494,0.9229844098249498
Irf5,WTSI,involves: C57BL/6N,0.4433921354046747,0.7668131882751381,5.0,904.0,-5.1024609517653925,0.7242205391994733,1.3572543962590145,-6.569100162739253,4.271750744660499,2.010461135556884,0.3234158982380332,0.988535387203676,4.0,453.0,-4.9157494996701985,0.31637575625195336,1.1698361755787343,-6.699122158669603,3.6000842965818887,2.024252302655386,,,,,,,,,,,0.9229611825088658,0.8893724912530261,
Atf2,CCP-IMG,involves: C57BL/6NCrl,0.827323895632381,-0.21815427113959868,20.0,2953.0,-6.811765608827083,0.9104942560183688,2.2527611610227534,-6.685641539860106,2.5835718438752338,2.0632708109997515,0.8806031705029298,-0.15023044105533884,10.0,1480.0,-6.811593766665082,0.8684043810414277,2.254785145634254,-6.679860884411158,2.770131851229327,2.054215146449878,0.8125935575844287,-0.23712378282243132,10.0,1473.0,-6.869086884084152,1.0293908217499574,2.271062556660523,-6.692104669950776,2.3571134528534827,2.071147195314441,0.9733096139869777,0.9873870120082788,0.9800116319911688
Ube2u,MRC Harwell,involves: C57BL/6NTac,0.2699128040347555,1.103974934228493,4.0,858.0,-5.383572377981467,0.7919568384477909,1.6635734626945131,-6.390719900461442,1.8216637401321998,2.1169207616045993,,,,,,,,,,,,,,,,,,,,,0.7936788380213491,,
Aim2,CCP-IMG,involves: C57BL/6NCrl,0.2826818280205154,1.0745094875239305,14.0,2953.0,-5.943194196773045,0.994388522762273,1.7884537448269897,-6.685641539860106,2.5835718438752338,2.0632708109997515,0.258500381768297,1.1303759412733339,7.0,1480.0,-5.495232071839105,0.929916301427128,1.5050396082661748,-6.679860884411158,2.770131851229327,2.054215146449878,0.6420660286475264,0.46490771348729076,7.0,1473.0,-6.277501271569084,0.8714319898400072,2.0031818470446345,-6.692104669950776,2.3571134528534827,2.071147195314441,0.8091264063150876,0.8418843157075476,0.9508571256748383
Gzmk,ICS,involves: C57BL/6N,0.4130654449974279,0.8187353169885553,14.0,1512.0,-5.200364728487353,0.8460742755188674,1.697882879151274,-6.144941845987021,4.313162069043365,1.9696863889586644,0.685680611498263,0.40487648088524447,6.0,767.0,-5.278442871670927,0.6198799387154019,1.8091488724180962,-6.082626672715604,4.858678812987048,1.927026213734294,0.4260152322303121,0.7964620359723897,8.0,745.0,-5.296590102967108,0.9959126108676636,1.6986129443453928,-6.203688758804432,3.215387609883727,2.0155067810328844,0.9107794941677344,0.9667863625053098,0.8967633795187794
Lamtor4,CCP-IMG,involves: C57BL/6NCrl,0.4051164193398168,-0.8326372632847246,13.0,2953.0,-7.283061755916018,1.731052713020224,2.4124731598455647,-6.685641539860106,2.5835718438752338,2.0632708109997515,0.40321461141091,-0.8361328229999407,8.0,1480.0,-7.500858391318846,2.316200033808232,2.455831034407491,-6.679860884411158,2.770131851229327,2.054215146449878,0.6609393424236404,-0.43870523072554946,5.0,1473.0,-7.154978189144728,0.8683017740682399,2.407790683983868,-6.692104669950776,2.3571134528534827,2.071147195314441,0.9089680719875286,0.9104155869877018,0.950892621766263
Mapkbp1,MRC Harwell,involves: C57BL/6NTac,0.43825953256462546,-0.7754964819650197,4.0,858.0,-7.098462818579604,1.0762537914863977,2.498077679738909,-6.390719900461442,1.8216637401321998,2.1169207616045993,,,,,,,,,,,,,,,,,,,,,0.9229611825088658,,
Sbspon,CCP-IMG,involves: C57BL/6NCrl,0.5332189598997168,-0.6231727640165857,12.0,2953.0,-7.151098115332698,1.9346867340196137,2.2756825135697505,-6.685641539860106,2.5835718438752338,2.0632708109997515,0.7348156024981491,0.3387903049137267,7.0,1480.0,-6.324591922117618,1.6915221843711012,1.8828449571570052,-6.679860884411158,2.770131851229327,2.054215146449878,0.0974691122621413,-1.6583014594384202,5.0,1473.0,-8.44316461577415,1.838598111631756,2.8510265870030183,-6.692104669950776,2.3571134528534827,2.071147195314441,0.9409807550439444,0.9717086560207879,0.48141265882518486
Lysmd4,JAX,involves: C57BL/6NJ,0.25014065280706727,-1.1502701407789473,7.0,2541.0,-7.7133995363699155,2.2676483740701294,2.5133892862308054,-6.606669678942392,2.541819438173644,2.0318895214245827,0.5520927352682421,-0.5947862410184314,3.0,1264.0,-7.469506657443891,2.3820390344429208,2.3820694708986374,-6.6210780149217845,2.4659918418828792,2.036658936142281,0.2826677849691977,-1.074798238239334,4.0,1277.0,-7.999704424780234,2.3245895051824,2.6401606023660134,-6.587651950276289,2.622290138915017,2.0283561980316174,0.7741956921731379,0.9428158295972731,0.8304584579095049
Pcsk1n,UC Davis,involves: C57BL/6NCrl,0.6478914941415064,0.45693507113868176,4.0,569.0,-5.25664702660527,0.4015304423145005,1.8105987416989202,-6.093196443365369,3.655017196495675,1.994907333079882,,,,,,,,,,,,,,,,,,,,,0.9537883216751322,,
Il1a,JAX,involves: C57BL/6NJ,0.8660725896391271,-0.16866621169497803,8.0,2541.0,-6.758458734064076,2.0453352662143445,2.1282901941886316,-6.606669678942392,2.541819438173644,2.0318895214245827,0.5642291572750844,-0.5767229428259589,4.0,1264.0,-7.333444633839665,1.9560264752262133,2.4129951275407846,-6.6210780149217845,2.4659918418828792,2.036658936142281,0.7599978668687601,0.30554888179827827,4.0,1277.0,-6.186371047306741,1.9550723255275249,1.8630381996230634,-6.587651950276289,2.622290138915017,2.0283561980316174,0.9831585037376634,0.9428158295972731,0.9710057378007995
Ces1f,MARC,involves: C57BL/6N,2.0524921799055295e-19,-10.350302673908178,10.0,147.0,-14.458835056275053,6.452311827581804,4.2417536502615025,-6.847707529409178,1.5831697872317732,2.1220396628241462,5.831655574894092e-15,-9.45491966500852,5.0,83.0,-16.506420006102907,6.582642012032435,4.696979272702473,-6.825194987691246,1.5851698157663134,2.1240123781087945,3.1977683613884334e-08,-6.253592986933936,5.0,64.0,-12.239910642187615,4.714880584184309,3.8050903091367703,-6.77656637733041,1.4031506088212835,2.1383596472011597,7.823062147777857e-18,2.0049787262254927e-13,6.410585044477518e-07
Adcy9,WTSI,involves: C57BL/6N,0.6331642210553879,0.47743967623944444,4.0,904.0,-5.5481862287066335,0.5493692311334464,1.6935163128171398,-6.569100162739253,4.271750744660499,2.010461135556884,,,,,,,,,,,,,,,,,,,,,0.9527493052492183,,
Trpm6,ICS,involves: C57BL/6N,0.31927045094704953,0.9962854735932074,6.0,1512.0,-4.389459538694887,0.36649495321588615,1.1768932992122043,-6.144941845987021,4.313162069043365,1.9696863889586644,0.548974066765503,0.5995634213256462,3.0,767.0,-4.398546860592987,0.38107903376923435,1.2410761872543752,-6.082626672715604,4.858678812987048,1.927026213734294,0.3410089824462177,0.9527823100893231,3.0,745.0,-4.432539676932564,0.29462287398711895,1.176148016530658,-6.203688758804432,3.215387609883727,2.0155067810328844,0.8399723417922411,0.9428158295972731,0.8653452063862322
Dennd2c,UC Davis,involves: C57BL/6NCrl,0.7078993463496475,0.37486595762388947,4.0,569.0,-5.406801084142449,0.8349690912307949,1.859436241869636,-6.093196443365369,3.655017196495675,1.994907333079882,,,,,,,,,,,,,,,,,,,,,0.9632007610259813,,
Svep1,JAX,involves: C57BL/6NJ,0.8052753428385127,0.24655133062207163,8.0,2541.0,-6.384764553281316,2.1527552703410686,1.9285170329598373,-6.606669678942392,2.541819438173644,2.0318895214245827,0.6195007872747089,-0.4966802431911967,4.0,1264.0,-7.235062710552274,2.623289612853762,2.244802436154049,-6.6210780149217845,2.4659918418828792,2.036658936142281,0.3986957933090456,0.8442353296862831,4.0,1277.0,-5.479718868043919,0.7786858086256951,1.593548859410928,-6.587651950276289,2.622290138915017,2.0283561980316174,0.9727352290091982,0.9550777719961928,0.8945064276479443
